 PRINT STREAM NO.  1
 TIME        CRESOL      H2O2        NO          NO2         OH          RO2
  0.0000      4.9416E+11  4.9416E+11  0.0000      0.0000      0.0000      0.0000
  1.0000E+00  4.9391E+11  4.9401E+11  0.0000      0.0000      1.1552E+07  5.1986E+07
  2.0000E+00  4.9364E+11  4.9387E+11  0.0000      0.0000      1.1525E+07  1.0507E+08
  3.0000E+00  4.9338E+11  4.9372E+11  0.0000      0.0000      1.1498E+07  1.5563E+08
  4.0000E+00  4.9312E+11  4.9358E+11  0.0000      0.0000      1.1472E+07  2.0515E+08
  5.0000E+00  4.9285E+11  4.9344E+11  0.0000      0.0000      1.1447E+07  2.5678E+08
  6.0000E+00  4.9259E+11  4.9330E+11  0.0000      0.0000      1.1422E+07  2.9923E+08
  7.0000E+00  4.9233E+11  4.9316E+11  0.0000      0.0000      1.1397E+07  3.4747E+08
  8.0000E+00  4.9207E+11  4.9303E+11  0.0000      0.0000      1.1374E+07  3.8532E+08
  9.0000E+00  4.9182E+11  4.9289E+11  0.0000      0.0000      1.1350E+07  4.2579E+08
  1.0000E+01  4.9156E+11  4.9277E+11  0.0000      0.0000      1.1328E+07  4.6847E+08
  1.1000E+01  4.9130E+11  4.9264E+11  0.0000      0.0000      1.1305E+07  4.9485E+08
  1.2000E+01  4.9105E+11  4.9252E+11  0.0000      0.0000      1.1284E+07  5.3087E+08
  1.3000E+01  4.9080E+11  4.9240E+11  0.0000      0.0000      1.1263E+07  5.5754E+08
  1.4000E+01  4.9054E+11  4.9229E+11  0.0000      0.0000      1.1243E+07  5.8415E+08
  1.5000E+01  4.9029E+11  4.9217E+11  0.0000      0.0000      1.1223E+07  6.0166E+08
  1.6000E+01  4.9004E+11  4.9207E+11  0.0000      0.0000      1.1203E+07  6.2708E+08
  1.7000E+01  4.8979E+11  4.9196E+11  0.0000      0.0000      1.1185E+07  6.4344E+08
  1.8000E+01  4.8954E+11  4.9185E+11  0.0000      0.0000      1.1166E+07  6.5930E+08
  1.9000E+01  4.8929E+11  4.9175E+11  0.0000      0.0000      1.1148E+07  6.7345E+08
  2.0000E+01  4.8904E+11  4.9165E+11  0.0000      0.0000      1.1131E+07  6.8811E+08
  2.1000E+01  4.8879E+11  4.9156E+11  0.0000      0.0000      1.1114E+07  7.0077E+08
  2.2000E+01  4.8855E+11  4.9146E+11  0.0000      0.0000      1.1097E+07  7.1260E+08
  2.3000E+01  4.8830E+11  4.9137E+11  0.0000      0.0000      1.1081E+07  7.1822E+08
  2.4000E+01  4.8805E+11  4.9128E+11  0.0000      0.0000      1.1064E+07  7.2795E+08
  2.5000E+01  4.8781E+11  4.9118E+11  0.0000      0.0000      1.1049E+07  7.3213E+08
  2.6000E+01  4.8757E+11  4.9110E+11  0.0000      0.0000      1.1033E+07  7.3660E+08
  2.7000E+01  4.8732E+11  4.9101E+11  0.0000      0.0000      1.1018E+07  7.4398E+08
  2.8000E+01  4.8708E+11  4.9092E+11  0.0000      0.0000      1.1003E+07  7.4699E+08
  2.9000E+01  4.8684E+11  4.9084E+11  0.0000      0.0000      1.0988E+07  7.4960E+08
  3.0000E+01  4.8660E+11  4.9075E+11  0.0000      0.0000      1.0974E+07  7.5227E+08
  3.1000E+01  4.8636E+11  4.9067E+11  0.0000      0.0000      1.0960E+07  7.5449E+08
  3.2000E+01  4.8612E+11  4.9058E+11  0.0000      0.0000      1.0945E+07  7.5630E+08
  3.3000E+01  4.8588E+11  4.9050E+11  0.0000      0.0000      1.0932E+07  7.5777E+08
  3.4000E+01  4.8564E+11  4.9042E+11  0.0000      0.0000      1.0918E+07  7.5893E+08
  3.5000E+01  4.8540E+11  4.9034E+11  0.0000      0.0000      1.0904E+07  7.5998E+08
  3.6000E+01  4.8516E+11  4.9026E+11  0.0000      0.0000      1.0891E+07  7.6071E+08
  3.7000E+01  4.8493E+11  4.9018E+11  0.0000      0.0000      1.0878E+07  7.6117E+08
  3.8000E+01  4.8469E+11  4.9010E+11  0.0000      0.0000      1.0864E+07  7.6141E+08
  3.9000E+01  4.8446E+11  4.9002E+11  0.0000      0.0000      1.0852E+07  7.6141E+08
  4.0000E+01  4.8422E+11  4.8994E+11  0.0000      0.0000      1.0839E+07  7.6147E+08
  4.1000E+01  4.8399E+11  4.8986E+11  0.0000      0.0000      1.0826E+07  7.6134E+08
  4.2000E+01  4.8376E+11  4.8978E+11  0.0000      0.0000      1.0813E+07  7.6106E+08
  4.3000E+01  4.8352E+11  4.8971E+11  0.0000      0.0000      1.0801E+07  7.6106E+08
  4.4000E+01  4.8329E+11  4.8963E+11  0.0000      0.0000      1.0789E+07  7.6065E+08
  4.5000E+01  4.8306E+11  4.8955E+11  0.0000      0.0000      1.0776E+07  7.6017E+08
  4.6000E+01  4.8283E+11  4.8947E+11  0.0000      0.0000      1.0764E+07  7.6017E+08
  4.7000E+01  4.8260E+11  4.8940E+11  0.0000      0.0000      1.0752E+07  7.5963E+08
  4.8000E+01  4.8237E+11  4.8932E+11  0.0000      0.0000      1.0740E+07  7.5892E+08
  4.9000E+01  4.8214E+11  4.8924E+11  0.0000      0.0000      1.0728E+07  7.5892E+08
  5.0000E+01  4.8191E+11  4.8917E+11  0.0000      0.0000      1.0717E+07  7.5821E+08
  5.1000E+01  4.8169E+11  4.8909E+11  0.0000      0.0000      1.0705E+07  7.5821E+08
  5.2000E+01  4.8146E+11  4.8901E+11  0.0000      0.0000      1.0693E+07  7.5752E+08
  5.3000E+01  4.8123E+11  4.8894E+11  0.0000      0.0000      1.0682E+07  7.5685E+08
  5.4000E+01  4.8101E+11  4.8886E+11  0.0000      0.0000      1.0670E+07  7.5685E+08
  5.5000E+01  4.8078E+11  4.8878E+11  0.0000      0.0000      1.0659E+07  7.5624E+08
  5.6000E+01  4.8056E+11  4.8871E+11  0.0000      0.0000      1.0648E+07  7.5624E+08
  5.7000E+01  4.8033E+11  4.8863E+11  0.0000      0.0000      1.0637E+07  7.5555E+08
  5.8000E+01  4.8011E+11  4.8856E+11  0.0000      0.0000      1.0626E+07  7.5555E+08
  5.9000E+01  4.7989E+11  4.8848E+11  0.0000      0.0000      1.0615E+07  7.5497E+08
  6.0000E+01  4.7966E+11  4.8840E+11  0.0000      0.0000      1.0604E+07  7.5497E+08
  6.1000E+01  4.7944E+11  4.8833E+11  0.0000      0.0000      1.0593E+07  7.5448E+08
  6.2000E+01  4.7922E+11  4.8825E+11  0.0000      0.0000      1.0582E+07  7.5448E+08
  6.3000E+01  4.7900E+11  4.8818E+11  0.0000      0.0000      1.0572E+07  7.5448E+08
  6.4000E+01  4.7878E+11  4.8810E+11  0.0000      0.0000      1.0561E+07  7.5410E+08
  6.5000E+01  4.7856E+11  4.8803E+11  0.0000      0.0000      1.0550E+07  7.5410E+08
  6.6000E+01  4.7834E+11  4.8795E+11  0.0000      0.0000      1.0540E+07  7.5381E+08
  6.7000E+01  4.7812E+11  4.8787E+11  0.0000      0.0000      1.0530E+07  7.5381E+08
  6.8000E+01  4.7791E+11  4.8780E+11  0.0000      0.0000      1.0519E+07  7.5359E+08
  6.9000E+01  4.7769E+11  4.8772E+11  0.0000      0.0000      1.0509E+07  7.5359E+08
  7.0000E+01  4.7747E+11  4.8765E+11  0.0000      0.0000      1.0499E+07  7.5359E+08
  7.1000E+01  4.7726E+11  4.8757E+11  0.0000      0.0000      1.0489E+07  7.5351E+08
  7.2000E+01  4.7704E+11  4.8750E+11  0.0000      0.0000      1.0479E+07  7.5351E+08
  7.3000E+01  4.7683E+11  4.8742E+11  0.0000      0.0000      1.0469E+07  7.5351E+08
  7.4000E+01  4.7661E+11  4.8735E+11  0.0000      0.0000      1.0459E+07  7.5355E+08
  7.5000E+01  4.7640E+11  4.8727E+11  0.0000      0.0000      1.0449E+07  7.5355E+08
  7.6000E+01  4.7618E+11  4.8719E+11  0.0000      0.0000      1.0439E+07  7.5372E+08
  7.7000E+01  4.7597E+11  4.8712E+11  0.0000      0.0000      1.0429E+07  7.5372E+08
  7.8000E+01  4.7576E+11  4.8704E+11  0.0000      0.0000      1.0420E+07  7.5372E+08
  7.9000E+01  4.7555E+11  4.8697E+11  0.0000      0.0000      1.0410E+07  7.5399E+08
  8.0000E+01  4.7533E+11  4.8689E+11  0.0000      0.0000      1.0400E+07  7.5399E+08
  8.1000E+01  4.7512E+11  4.8682E+11  0.0000      0.0000      1.0391E+07  7.5399E+08
  8.2000E+01  4.7491E+11  4.8674E+11  0.0000      0.0000      1.0381E+07  7.5446E+08
  8.3000E+01  4.7470E+11  4.8667E+11  0.0000      0.0000      1.0372E+07  7.5446E+08
  8.4000E+01  4.7449E+11  4.8659E+11  0.0000      0.0000      1.0363E+07  7.5446E+08
  8.5000E+01  4.7429E+11  4.8652E+11  0.0000      0.0000      1.0353E+07  7.5507E+08
  8.6000E+01  4.7408E+11  4.8644E+11  0.0000      0.0000      1.0344E+07  7.5507E+08
  8.7000E+01  4.7387E+11  4.8637E+11  0.0000      0.0000      1.0335E+07  7.5507E+08
  8.8000E+01  4.7366E+11  4.8629E+11  0.0000      0.0000      1.0326E+07  7.5507E+08
  8.9000E+01  4.7346E+11  4.8622E+11  0.0000      0.0000      1.0317E+07  7.5578E+08
  9.0000E+01  4.7325E+11  4.8614E+11  0.0000      0.0000      1.0308E+07  7.5578E+08
  9.1000E+01  4.7304E+11  4.8607E+11  0.0000      0.0000      1.0299E+07  7.5578E+08
  9.2000E+01  4.7284E+11  4.8599E+11  0.0000      0.0000      1.0290E+07  7.5659E+08
  9.3000E+01  4.7263E+11  4.8592E+11  0.0000      0.0000      1.0281E+07  7.5659E+08
  9.4000E+01  4.7243E+11  4.8584E+11  0.0000      0.0000      1.0272E+07  7.5659E+08
  9.5000E+01  4.7223E+11  4.8576E+11  0.0000      0.0000      1.0263E+07  7.5659E+08
  9.6000E+01  4.7202E+11  4.8569E+11  0.0000      0.0000      1.0255E+07  7.5748E+08
  9.7000E+01  4.7182E+11  4.8561E+11  0.0000      0.0000      1.0246E+07  7.5748E+08
  9.8000E+01  4.7162E+11  4.8554E+11  0.0000      0.0000      1.0238E+07  7.5748E+08
  9.9000E+01  4.7142E+11  4.8546E+11  0.0000      0.0000      1.0229E+07  7.5872E+08
  1.0000E+02  4.7122E+11  4.8539E+11  0.0000      0.0000      1.0221E+07  7.5872E+08
  1.0100E+02  4.7101E+11  4.8531E+11  0.0000      0.0000      1.0212E+07  7.5872E+08
  1.0200E+02  4.7081E+11  4.8524E+11  0.0000      0.0000      1.0204E+07  7.5872E+08
  1.0300E+02  4.7061E+11  4.8516E+11  0.0000      0.0000      1.0195E+07  7.5872E+08
  1.0400E+02  4.7042E+11  4.8509E+11  0.0000      0.0000      1.0187E+07  7.6004E+08
  1.0500E+02  4.7022E+11  4.8501E+11  0.0000      0.0000      1.0179E+07  7.6004E+08
  1.0600E+02  4.7002E+11  4.8494E+11  0.0000      0.0000      1.0171E+07  7.6004E+08
  1.0700E+02  4.6982E+11  4.8486E+11  0.0000      0.0000      1.0162E+07  7.6004E+08
  1.0800E+02  4.6962E+11  4.8479E+11  0.0000      0.0000      1.0154E+07  7.6144E+08
  1.0900E+02  4.6943E+11  4.8471E+11  0.0000      0.0000      1.0146E+07  7.6144E+08
  1.1000E+02  4.6923E+11  4.8464E+11  0.0000      0.0000      1.0138E+07  7.6144E+08
  1.1100E+02  4.6903E+11  4.8456E+11  0.0000      0.0000      1.0130E+07  7.6144E+08
  1.1200E+02  4.6884E+11  4.8449E+11  0.0000      0.0000      1.0122E+07  7.6290E+08
  1.1300E+02  4.6864E+11  4.8441E+11  0.0000      0.0000      1.0114E+07  7.6290E+08
  1.1400E+02  4.6845E+11  4.8434E+11  0.0000      0.0000      1.0106E+07  7.6290E+08
  1.1500E+02  4.6825E+11  4.8426E+11  0.0000      0.0000      1.0099E+07  7.6290E+08
  1.1600E+02  4.6806E+11  4.8419E+11  0.0000      0.0000      1.0091E+07  7.6290E+08
  1.1700E+02  4.6787E+11  4.8412E+11  0.0000      0.0000      1.0083E+07  7.6441E+08
  1.1800E+02  4.6767E+11  4.8404E+11  0.0000      0.0000      1.0075E+07  7.6441E+08
  1.1900E+02  4.6748E+11  4.8397E+11  0.0000      0.0000      1.0068E+07  7.6441E+08
  1.2000E+02  4.6729E+11  4.8389E+11  0.0000      0.0000      1.0060E+07  7.6441E+08
  1.2100E+02  4.6710E+11  4.8382E+11  0.0000      0.0000      1.0053E+07  7.6640E+08
  1.2200E+02  4.6691E+11  4.8374E+11  0.0000      0.0000      1.0045E+07  7.6640E+08
  1.2300E+02  4.6672E+11  4.8367E+11  0.0000      0.0000      1.0038E+07  7.6640E+08
  1.2400E+02  4.6653E+11  4.8359E+11  0.0000      0.0000      1.0030E+07  7.6640E+08
  1.2500E+02  4.6634E+11  4.8352E+11  0.0000      0.0000      1.0023E+07  7.6640E+08
  1.2600E+02  4.6615E+11  4.8344E+11  0.0000      0.0000      1.0016E+07  7.6640E+08
  1.2700E+02  4.6596E+11  4.8337E+11  0.0000      0.0000      1.0008E+07  7.6844E+08
  1.2800E+02  4.6577E+11  4.8329E+11  0.0000      0.0000      1.0001E+07  7.6844E+08
  1.2900E+02  4.6558E+11  4.8322E+11  0.0000      0.0000      9.9937E+06  7.6844E+08
  1.3000E+02  4.6539E+11  4.8314E+11  0.0000      0.0000      9.9865E+06  7.6844E+08
  1.3100E+02  4.6521E+11  4.8307E+11  0.0000      0.0000      9.9793E+06  7.6844E+08
  1.3200E+02  4.6502E+11  4.8299E+11  0.0000      0.0000      9.9722E+06  7.6844E+08
  1.3300E+02  4.6483E+11  4.8292E+11  0.0000      0.0000      9.9651E+06  7.7052E+08
  1.3400E+02  4.6465E+11  4.8285E+11  0.0000      0.0000      9.9581E+06  7.7052E+08
  1.3500E+02  4.6446E+11  4.8277E+11  0.0000      0.0000      9.9510E+06  7.7052E+08
  1.3600E+02  4.6428E+11  4.8270E+11  0.0000      0.0000      9.9441E+06  7.7052E+08
  1.3700E+02  4.6409E+11  4.8262E+11  0.0000      0.0000      9.9371E+06  7.7052E+08
  1.3800E+02  4.6391E+11  4.8255E+11  0.0000      0.0000      9.9302E+06  7.7262E+08
  1.3900E+02  4.6373E+11  4.8247E+11  0.0000      0.0000      9.9234E+06  7.7262E+08
  1.4000E+02  4.6354E+11  4.8240E+11  0.0000      0.0000      9.9165E+06  7.7262E+08
  1.4100E+02  4.6336E+11  4.8232E+11  0.0000      0.0000      9.9097E+06  7.7262E+08
  1.4200E+02  4.6318E+11  4.8225E+11  0.0000      0.0000      9.9030E+06  7.7262E+08
  1.4300E+02  4.6299E+11  4.8218E+11  0.0000      0.0000      9.8963E+06  7.7262E+08
  1.4400E+02  4.6281E+11  4.8210E+11  0.0000      0.0000      9.8896E+06  7.7474E+08
  1.4500E+02  4.6263E+11  4.8203E+11  0.0000      0.0000      9.8829E+06  7.7474E+08
  1.4600E+02  4.6245E+11  4.8195E+11  0.0000      0.0000      9.8763E+06  7.7474E+08
  1.4700E+02  4.6227E+11  4.8188E+11  0.0000      0.0000      9.8697E+06  7.7474E+08
  1.4800E+02  4.6209E+11  4.8180E+11  0.0000      0.0000      9.8631E+06  7.7474E+08
  1.4900E+02  4.6191E+11  4.8173E+11  0.0000      0.0000      9.8566E+06  7.7474E+08
  1.5000E+02  4.6173E+11  4.8166E+11  0.0000      0.0000      9.8501E+06  7.7752E+08
  1.5100E+02  4.6155E+11  4.8158E+11  0.0000      0.0000      9.8437E+06  7.7752E+08
  1.5200E+02  4.6137E+11  4.8151E+11  0.0000      0.0000      9.8373E+06  7.7752E+08
  1.5300E+02  4.6120E+11  4.8143E+11  0.0000      0.0000      9.8309E+06  7.7752E+08
  1.5400E+02  4.6102E+11  4.8136E+11  0.0000      0.0000      9.8245E+06  7.7752E+08
  1.5500E+02  4.6084E+11  4.8129E+11  0.0000      0.0000      9.8182E+06  7.7752E+08
  1.5600E+02  4.6066E+11  4.8121E+11  0.0000      0.0000      9.8119E+06  7.7752E+08
  1.5700E+02  4.6049E+11  4.8114E+11  0.0000      0.0000      9.8056E+06  7.8031E+08
  1.5800E+02  4.6031E+11  4.8106E+11  0.0000      0.0000      9.7994E+06  7.8031E+08
  1.5900E+02  4.6014E+11  4.8099E+11  0.0000      0.0000      9.7932E+06  7.8031E+08
  1.6000E+02  4.5996E+11  4.8092E+11  0.0000      0.0000      9.7871E+06  7.8031E+08
  1.6100E+02  4.5979E+11  4.8084E+11  0.0000      0.0000      9.7809E+06  7.8031E+08
  1.6200E+02  4.5961E+11  4.8077E+11  0.0000      0.0000      9.7748E+06  7.8031E+08
  1.6300E+02  4.5944E+11  4.8069E+11  0.0000      0.0000      9.7687E+06  7.8031E+08
  1.6400E+02  4.5926E+11  4.8062E+11  0.0000      0.0000      9.7627E+06  7.8311E+08
  1.6500E+02  4.5909E+11  4.8055E+11  0.0000      0.0000      9.7567E+06  7.8311E+08
  1.6600E+02  4.5892E+11  4.8047E+11  0.0000      0.0000      9.7507E+06  7.8311E+08
  1.6700E+02  4.5874E+11  4.8040E+11  0.0000      0.0000      9.7447E+06  7.8311E+08
  1.6800E+02  4.5857E+11  4.8032E+11  0.0000      0.0000      9.7388E+06  7.8311E+08
  1.6900E+02  4.5840E+11  4.8025E+11  0.0000      0.0000      9.7329E+06  7.8311E+08
  1.7000E+02  4.5823E+11  4.8018E+11  0.0000      0.0000      9.7270E+06  7.8311E+08
  1.7100E+02  4.5806E+11  4.8010E+11  0.0000      0.0000      9.7212E+06  7.8311E+08
  1.7200E+02  4.5789E+11  4.8003E+11  0.0000      0.0000      9.7154E+06  7.8591E+08
  1.7300E+02  4.5772E+11  4.7996E+11  0.0000      0.0000      9.7096E+06  7.8591E+08
  1.7400E+02  4.5755E+11  4.7988E+11  0.0000      0.0000      9.7039E+06  7.8591E+08
  1.7500E+02  4.5738E+11  4.7981E+11  0.0000      0.0000      9.6981E+06  7.8591E+08
  1.7600E+02  4.5721E+11  4.7974E+11  0.0000      0.0000      9.6924E+06  7.8591E+08
  1.7700E+02  4.5704E+11  4.7966E+11  0.0000      0.0000      9.6868E+06  7.8591E+08
  1.7800E+02  4.5687E+11  4.7959E+11  0.0000      0.0000      9.6811E+06  7.8591E+08
  1.7900E+02  4.5670E+11  4.7952E+11  0.0000      0.0000      9.6755E+06  7.8870E+08
  1.8000E+02  4.5653E+11  4.7944E+11  0.0000      0.0000      9.6699E+06  7.8870E+08
  1.8100E+02  4.5637E+11  4.7937E+11  0.0000      0.0000      9.6643E+06  7.8870E+08
  1.8200E+02  4.5620E+11  4.7930E+11  0.0000      0.0000      9.6588E+06  7.8870E+08
  1.8300E+02  4.5603E+11  4.7922E+11  0.0000      0.0000      9.6533E+06  7.8870E+08
  1.8400E+02  4.5587E+11  4.7915E+11  0.0000      0.0000      9.6478E+06  7.8870E+08
  1.8500E+02  4.5570E+11  4.7908E+11  0.0000      0.0000      9.6424E+06  7.8870E+08
  1.8600E+02  4.5553E+11  4.7900E+11  0.0000      0.0000      9.6369E+06  7.8870E+08
  1.8700E+02  4.5537E+11  4.7893E+11  0.0000      0.0000      9.6315E+06  7.9239E+08
  1.8800E+02  4.5520E+11  4.7886E+11  0.0000      0.0000      9.6262E+06  7.9239E+08
  1.8900E+02  4.5504E+11  4.7878E+11  0.0000      0.0000      9.6208E+06  7.9239E+08
  1.9000E+02  4.5487E+11  4.7871E+11  0.0000      0.0000      9.6155E+06  7.9239E+08
  1.9100E+02  4.5471E+11  4.7864E+11  0.0000      0.0000      9.6102E+06  7.9239E+08
  1.9200E+02  4.5455E+11  4.7856E+11  0.0000      0.0000      9.6049E+06  7.9239E+08
  1.9300E+02  4.5438E+11  4.7849E+11  0.0000      0.0000      9.5996E+06  7.9239E+08
  1.9400E+02  4.5422E+11  4.7842E+11  0.0000      0.0000      9.5944E+06  7.9239E+08
  1.9500E+02  4.5406E+11  4.7835E+11  0.0000      0.0000      9.5892E+06  7.9239E+08
  1.9600E+02  4.5390E+11  4.7827E+11  0.0000      0.0000      9.5840E+06  7.9606E+08
  1.9700E+02  4.5373E+11  4.7820E+11  0.0000      0.0000      9.5789E+06  7.9606E+08
  1.9800E+02  4.5357E+11  4.7813E+11  0.0000      0.0000      9.5737E+06  7.9606E+08
  1.9900E+02  4.5341E+11  4.7806E+11  0.0000      0.0000      9.5686E+06  7.9606E+08
  2.0000E+02  4.5325E+11  4.7798E+11  0.0000      0.0000      9.5636E+06  7.9606E+08
  2.0100E+02  4.5309E+11  4.7791E+11  0.0000      0.0000      9.5585E+06  7.9606E+08
  2.0200E+02  4.5293E+11  4.7784E+11  0.0000      0.0000      9.5535E+06  7.9606E+08
  2.0300E+02  4.5277E+11  4.7776E+11  0.0000      0.0000      9.5485E+06  7.9606E+08
  2.0400E+02  4.5261E+11  4.7769E+11  0.0000      0.0000      9.5435E+06  7.9606E+08
  2.0500E+02  4.5245E+11  4.7762E+11  0.0000      0.0000      9.5385E+06  7.9606E+08
  2.0600E+02  4.5229E+11  4.7755E+11  0.0000      0.0000      9.5336E+06  7.9971E+08
  2.0700E+02  4.5213E+11  4.7747E+11  0.0000      0.0000      9.5286E+06  7.9971E+08
  2.0800E+02  4.5198E+11  4.7740E+11  0.0000      0.0000      9.5237E+06  7.9971E+08
  2.0900E+02  4.5182E+11  4.7733E+11  0.0000      0.0000      9.5189E+06  7.9971E+08
  2.1000E+02  4.5166E+11  4.7726E+11  0.0000      0.0000      9.5140E+06  7.9971E+08
  2.1100E+02  4.5150E+11  4.7719E+11  0.0000      0.0000      9.5092E+06  7.9971E+08
  2.1200E+02  4.5135E+11  4.7711E+11  0.0000      0.0000      9.5044E+06  7.9971E+08
  2.1300E+02  4.5119E+11  4.7704E+11  0.0000      0.0000      9.4996E+06  7.9971E+08
  2.1400E+02  4.5103E+11  4.7697E+11  0.0000      0.0000      9.4948E+06  7.9971E+08
  2.1500E+02  4.5088E+11  4.7690E+11  0.0000      0.0000      9.4901E+06  7.9971E+08
  2.1600E+02  4.5072E+11  4.7682E+11  0.0000      0.0000      9.4854E+06  8.0334E+08
  2.1700E+02  4.5057E+11  4.7675E+11  0.0000      0.0000      9.4807E+06  8.0334E+08
  2.1800E+02  4.5041E+11  4.7668E+11  0.0000      0.0000      9.4760E+06  8.0334E+08
  2.1900E+02  4.5026E+11  4.7661E+11  0.0000      0.0000      9.4713E+06  8.0334E+08
  2.2000E+02  4.5010E+11  4.7654E+11  0.0000      0.0000      9.4667E+06  8.0334E+08
  2.2100E+02  4.4995E+11  4.7646E+11  0.0000      0.0000      9.4621E+06  8.0334E+08
  2.2200E+02  4.4980E+11  4.7639E+11  0.0000      0.0000      9.4575E+06  8.0334E+08
  2.2300E+02  4.4964E+11  4.7632E+11  0.0000      0.0000      9.4529E+06  8.0334E+08
  2.2400E+02  4.4949E+11  4.7625E+11  0.0000      0.0000      9.4484E+06  8.0334E+08
  2.2500E+02  4.4934E+11  4.7618E+11  0.0000      0.0000      9.4438E+06  8.0334E+08
  2.2600E+02  4.4919E+11  4.7611E+11  0.0000      0.0000      9.4393E+06  8.0696E+08
  2.2700E+02  4.4903E+11  4.7603E+11  0.0000      0.0000      9.4348E+06  8.0696E+08
  2.2800E+02  4.4888E+11  4.7596E+11  0.0000      0.0000      9.4304E+06  8.0696E+08
  2.2900E+02  4.4873E+11  4.7589E+11  0.0000      0.0000      9.4259E+06  8.0696E+08
  2.3000E+02  4.4858E+11  4.7582E+11  0.0000      0.0000      9.4215E+06  8.0696E+08
  2.3100E+02  4.4843E+11  4.7575E+11  0.0000      0.0000      9.4171E+06  8.0696E+08
  2.3200E+02  4.4828E+11  4.7568E+11  0.0000      0.0000      9.4127E+06  8.0696E+08
  2.3300E+02  4.4813E+11  4.7560E+11  0.0000      0.0000      9.4083E+06  8.0696E+08
  2.3400E+02  4.4798E+11  4.7553E+11  0.0000      0.0000      9.4040E+06  8.0696E+08
  2.3500E+02  4.4783E+11  4.7546E+11  0.0000      0.0000      9.3996E+06  8.1181E+08
  2.3600E+02  4.4768E+11  4.7539E+11  0.0000      0.0000      9.3953E+06  8.1181E+08
  2.3700E+02  4.4753E+11  4.7532E+11  0.0000      0.0000      9.3910E+06  8.1181E+08
  2.3800E+02  4.4738E+11  4.7525E+11  0.0000      0.0000      9.3867E+06  8.1181E+08
  2.3900E+02  4.4723E+11  4.7518E+11  0.0000      0.0000      9.3825E+06  8.1181E+08
  2.4000E+02  4.4709E+11  4.7511E+11  0.0000      0.0000      9.3782E+06  8.1181E+08
  2.4100E+02  4.4694E+11  4.7503E+11  0.0000      0.0000      9.3740E+06  8.1181E+08
  2.4200E+02  4.4679E+11  4.7496E+11  0.0000      0.0000      9.3698E+06  8.1181E+08
  2.4300E+02  4.4664E+11  4.7489E+11  0.0000      0.0000      9.3656E+06  8.1181E+08
  2.4400E+02  4.4650E+11  4.7482E+11  0.0000      0.0000      9.3615E+06  8.1181E+08
  2.4500E+02  4.4635E+11  4.7475E+11  0.0000      0.0000      9.3573E+06  8.1181E+08
  2.4600E+02  4.4620E+11  4.7468E+11  0.0000      0.0000      9.3532E+06  8.1181E+08
  2.4700E+02  4.4606E+11  4.7461E+11  0.0000      0.0000      9.3491E+06  8.1181E+08
  2.4800E+02  4.4591E+11  4.7454E+11  0.0000      0.0000      9.3450E+06  8.1661E+08
  2.4900E+02  4.4577E+11  4.7447E+11  0.0000      0.0000      9.3409E+06  8.1661E+08
  2.5000E+02  4.4562E+11  4.7440E+11  0.0000      0.0000      9.3369E+06  8.1661E+08
  2.5100E+02  4.4548E+11  4.7433E+11  0.0000      0.0000      9.3328E+06  8.1661E+08
  2.5200E+02  4.4533E+11  4.7426E+11  0.0000      0.0000      9.3288E+06  8.1661E+08
  2.5300E+02  4.4519E+11  4.7418E+11  0.0000      0.0000      9.3248E+06  8.1661E+08
  2.5400E+02  4.4504E+11  4.7411E+11  0.0000      0.0000      9.3208E+06  8.1661E+08
  2.5500E+02  4.4490E+11  4.7404E+11  0.0000      0.0000      9.3169E+06  8.1661E+08
  2.5600E+02  4.4476E+11  4.7397E+11  0.0000      0.0000      9.3129E+06  8.1661E+08
  2.5700E+02  4.4461E+11  4.7390E+11  0.0000      0.0000      9.3090E+06  8.1661E+08
  2.5800E+02  4.4447E+11  4.7383E+11  0.0000      0.0000      9.3050E+06  8.1661E+08
  2.5900E+02  4.4433E+11  4.7376E+11  0.0000      0.0000      9.3011E+06  8.1661E+08
  2.6000E+02  4.4419E+11  4.7369E+11  0.0000      0.0000      9.2973E+06  8.1661E+08
  2.6100E+02  4.4404E+11  4.7362E+11  0.0000      0.0000      9.2934E+06  8.1661E+08
  2.6200E+02  4.4390E+11  4.7355E+11  0.0000      0.0000      9.2895E+06  8.2138E+08
  2.6300E+02  4.4376E+11  4.7348E+11  0.0000      0.0000      9.2857E+06  8.2138E+08
  2.6400E+02  4.4362E+11  4.7341E+11  0.0000      0.0000      9.2819E+06  8.2138E+08
  2.6500E+02  4.4348E+11  4.7334E+11  0.0000      0.0000      9.2781E+06  8.2138E+08
  2.6600E+02  4.4334E+11  4.7327E+11  0.0000      0.0000      9.2743E+06  8.2138E+08
  2.6700E+02  4.4320E+11  4.7320E+11  0.0000      0.0000      9.2705E+06  8.2138E+08
  2.6800E+02  4.4306E+11  4.7313E+11  0.0000      0.0000      9.2668E+06  8.2138E+08
  2.6900E+02  4.4292E+11  4.7306E+11  0.0000      0.0000      9.2630E+06  8.2138E+08
  2.7000E+02  4.4278E+11  4.7299E+11  0.0000      0.0000      9.2593E+06  8.2138E+08
  2.7100E+02  4.4264E+11  4.7292E+11  0.0000      0.0000      9.2556E+06  8.2138E+08
  2.7200E+02  4.4250E+11  4.7285E+11  0.0000      0.0000      9.2519E+06  8.2138E+08
