 PRINT STREAM NO.  1
 TIME        CRESOL      H2O2        NO          NO2         OH          RO2
  1.6420E+03  2.4519E+11  3.9100E+11  3.6168E+10  3.7509E+10  2.3261E+07  8.3590E+08
  1.6430E+03  2.4518E+11  3.9098E+11  3.6156E+10  3.7506E+10  2.3260E+07  8.3590E+08
  1.6440E+03  2.4516E+11  3.9097E+11  3.6145E+10  3.7502E+10  2.3260E+07  8.3590E+08
  1.6450E+03  2.4515E+11  3.9095E+11  3.6133E+10  3.7499E+10  2.3259E+07  8.3590E+08
  1.6460E+03  2.4513E+11  3.9094E+11  3.6122E+10  3.7496E+10  2.3258E+07  8.3590E+08
  1.6470E+03  2.4511E+11  3.9092E+11  3.6110E+10  3.7492E+10  2.3257E+07  8.3590E+08
  1.6480E+03  2.4510E+11  3.9091E+11  3.6099E+10  3.7489E+10  2.3256E+07  8.3590E+08
  1.6490E+03  2.4508E+11  3.9089E+11  3.6088E+10  3.7486E+10  2.3256E+07  8.3590E+08
  1.6500E+03  2.4506E+11  3.9087E+11  3.6076E+10  3.7482E+10  2.3255E+07  8.3590E+08
  1.6510E+03  2.4505E+11  3.9086E+11  3.6065E+10  3.7479E+10  2.3254E+07  8.3590E+08
  1.6520E+03  2.4503E+11  3.9084E+11  3.6054E+10  3.7475E+10  2.3253E+07  8.3590E+08
  1.6530E+03  2.4502E+11  3.9083E+11  3.6042E+10  3.7472E+10  2.3252E+07  8.3590E+08
  1.6540E+03  2.4500E+11  3.9081E+11  3.6031E+10  3.7469E+10  2.3251E+07  8.3590E+08
  1.6550E+03  2.4498E+11  3.9080E+11  3.6020E+10  3.7466E+10  2.3251E+07  8.3590E+08
  1.6560E+03  2.4497E+11  3.9078E+11  3.6009E+10  3.7462E+10  2.3250E+07  8.3590E+08
  1.6570E+03  2.4495E+11  3.9077E+11  3.5998E+10  3.7459E+10  2.3249E+07  8.3590E+08
  1.6580E+03  2.4494E+11  3.9075E+11  3.5987E+10  3.7456E+10  2.3248E+07  8.3590E+08
  1.6590E+03  2.4492E+11  3.9074E+11  3.5976E+10  3.7452E+10  2.3247E+07  8.3590E+08
  1.6600E+03  2.4491E+11  3.9072E+11  3.5965E+10  3.7449E+10  2.3247E+07  8.3590E+08
  1.6610E+03  2.4489E+11  3.9071E+11  3.5954E+10  3.7446E+10  2.3246E+07  8.3590E+08
  1.6620E+03  2.4487E+11  3.9069E+11  3.5943E+10  3.7443E+10  2.3245E+07  8.3590E+08
  1.6630E+03  2.4486E+11  3.9068E+11  3.5932E+10  3.7439E+10  2.3244E+07  8.3590E+08
  1.6640E+03  2.4484E+11  3.9066E+11  3.5921E+10  3.7436E+10  2.3243E+07  8.3590E+08
  1.6650E+03  2.4483E+11  3.9065E+11  3.5910E+10  3.7433E+10  2.3243E+07  8.3590E+08
  1.6660E+03  2.4481E+11  3.9063E+11  3.5899E+10  3.7430E+10  2.3242E+07  8.3590E+08
  1.6670E+03  2.4480E+11  3.9062E+11  3.5888E+10  3.7426E+10  2.3241E+07  8.3590E+08
  1.6680E+03  2.4478E+11  3.9060E+11  3.5877E+10  3.7423E+10  2.3240E+07  8.3590E+08
  1.6690E+03  2.4477E+11  3.9059E+11  3.5867E+10  3.7420E+10  2.3239E+07  8.3590E+08
  1.6700E+03  2.4475E+11  3.9057E+11  3.5856E+10  3.7417E+10  2.3239E+07  8.3590E+08
  1.6710E+03  2.4474E+11  3.9056E+11  3.5845E+10  3.7414E+10  2.3238E+07  8.3590E+08
  1.6720E+03  2.4472E+11  3.9054E+11  3.5835E+10  3.7410E+10  2.3237E+07  8.3590E+08
  1.6730E+03  2.4471E+11  3.9053E+11  3.5824E+10  3.7407E+10  2.3236E+07  8.3590E+08
  1.6740E+03  2.4469E+11  3.9051E+11  3.5813E+10  3.7404E+10  2.3236E+07  8.3590E+08
  1.6750E+03  2.4468E+11  3.9050E+11  3.5803E+10  3.7401E+10  2.3235E+07  8.3590E+08
  1.6760E+03  2.4466E+11  3.9048E+11  3.5792E+10  3.7398E+10  2.3234E+07  8.3590E+08
  1.6770E+03  2.4465E+11  3.9047E+11  3.5782E+10  3.7395E+10  2.3233E+07  8.3590E+08
  1.6780E+03  2.4463E+11  3.9045E+11  3.5771E+10  3.7391E+10  2.3232E+07  8.3590E+08
  1.6790E+03  2.4462E+11  3.9044E+11  3.5761E+10  3.7388E+10  2.3232E+07  8.3590E+08
  1.6800E+03  2.4460E+11  3.9042E+11  3.5751E+10  3.7385E+10  2.3231E+07  8.3590E+08
  1.6810E+03  2.4459E+11  3.9041E+11  3.5740E+10  3.7382E+10  2.3230E+07  8.3590E+08
  1.6820E+03  2.4457E+11  3.9039E+11  3.5730E+10  3.7379E+10  2.3229E+07  8.3590E+08
  1.6830E+03  2.4456E+11  3.9038E+11  3.5720E+10  3.7376E+10  2.3228E+07  8.3590E+08
  1.6840E+03  2.4454E+11  3.9036E+11  3.5709E+10  3.7373E+10  2.3228E+07  8.3590E+08
  1.6850E+03  2.4453E+11  3.9035E+11  3.5699E+10  3.7370E+10  2.3227E+07  8.3590E+08
  1.6860E+03  2.4451E+11  3.9034E+11  3.5689E+10  3.7367E+10  2.3226E+07  8.3590E+08
  1.6870E+03  2.4450E+11  3.9032E+11  3.5679E+10  3.7364E+10  2.3225E+07  8.3590E+08
  1.6880E+03  2.4448E+11  3.9031E+11  3.5668E+10  3.7360E+10  2.3224E+07  8.3590E+08
  1.6890E+03  2.4447E+11  3.9029E+11  3.5658E+10  3.7357E+10  2.3224E+07  8.3590E+08
  1.6900E+03  2.4445E+11  3.9028E+11  3.5648E+10  3.7354E+10  2.3223E+07  8.3590E+08
  1.6910E+03  2.4444E+11  3.9026E+11  3.5638E+10  3.7351E+10  2.3222E+07  8.3590E+08
  1.6920E+03  2.4443E+11  3.9025E+11  3.5628E+10  3.7348E+10  2.3221E+07  8.3590E+08
  1.6930E+03  2.4441E+11  3.9023E+11  3.5618E+10  3.7345E+10  2.3221E+07  8.3590E+08
  1.6940E+03  2.4440E+11  3.9022E+11  3.5608E+10  3.7342E+10  2.3220E+07  8.3590E+08
  1.6950E+03  2.4438E+11  3.9020E+11  3.5598E+10  3.7339E+10  2.3219E+07  8.5261E+08
  1.6960E+03  2.4437E+11  3.9019E+11  3.5588E+10  3.7336E+10  2.3218E+07  8.5261E+08
  1.6970E+03  2.4435E+11  3.9018E+11  3.5578E+10  3.7333E+10  2.3217E+07  8.5261E+08
  1.6980E+03  2.4434E+11  3.9016E+11  3.5568E+10  3.7330E+10  2.3217E+07  8.5261E+08
  1.6990E+03  2.4433E+11  3.9015E+11  3.5558E+10  3.7327E+10  2.3216E+07  8.5261E+08
  1.7000E+03  2.4431E+11  3.9013E+11  3.5549E+10  3.7324E+10  2.3215E+07  8.5261E+08
  1.7010E+03  2.4430E+11  3.9012E+11  3.5539E+10  3.7321E+10  2.3214E+07  8.5261E+08
  1.7020E+03  2.4428E+11  3.9010E+11  3.5529E+10  3.7318E+10  2.3214E+07  8.5261E+08
  1.7030E+03  2.4427E+11  3.9009E+11  3.5519E+10  3.7315E+10  2.3213E+07  8.5261E+08
  1.7040E+03  2.4426E+11  3.9008E+11  3.5510E+10  3.7312E+10  2.3212E+07  8.5261E+08
  1.7050E+03  2.4424E+11  3.9006E+11  3.5500E+10  3.7309E+10  2.3211E+07  8.5261E+08
  1.7060E+03  2.4423E+11  3.9005E+11  3.5490E+10  3.7306E+10  2.3211E+07  8.5261E+08
  1.7070E+03  2.4422E+11  3.9003E+11  3.5481E+10  3.7304E+10  2.3210E+07  8.5261E+08
  1.7080E+03  2.4420E+11  3.9002E+11  3.5471E+10  3.7301E+10  2.3209E+07  8.5261E+08
  1.7090E+03  2.4419E+11  3.9001E+11  3.5462E+10  3.7298E+10  2.3208E+07  8.5261E+08
  1.7100E+03  2.4417E+11  3.8999E+11  3.5452E+10  3.7295E+10  2.3207E+07  8.5261E+08
  1.7110E+03  2.4416E+11  3.8998E+11  3.5442E+10  3.7292E+10  2.3207E+07  8.5261E+08
  1.7120E+03  2.4415E+11  3.8996E+11  3.5433E+10  3.7289E+10  2.3206E+07  8.5261E+08
  1.7130E+03  2.4413E+11  3.8995E+11  3.5424E+10  3.7286E+10  2.3205E+07  8.5261E+08
  1.7140E+03  2.4412E+11  3.8994E+11  3.5414E+10  3.7283E+10  2.3204E+07  8.5261E+08
  1.7150E+03  2.4411E+11  3.8992E+11  3.5405E+10  3.7280E+10  2.3204E+07  8.5261E+08
  1.7160E+03  2.4409E+11  3.8991E+11  3.5395E+10  3.7277E+10  2.3203E+07  8.5261E+08
  1.7170E+03  2.4408E+11  3.8989E+11  3.5386E+10  3.7275E+10  2.3202E+07  8.5261E+08
  1.7180E+03  2.4407E+11  3.8988E+11  3.5377E+10  3.7272E+10  2.3201E+07  8.5261E+08
  1.7190E+03  2.4405E+11  3.8987E+11  3.5367E+10  3.7269E+10  2.3201E+07  8.5261E+08
  1.7200E+03  2.4404E+11  3.8985E+11  3.5358E+10  3.7266E+10  2.3200E+07  8.5261E+08
  1.7210E+03  2.4403E+11  3.8984E+11  3.5349E+10  3.7263E+10  2.3199E+07  8.5261E+08
  1.7220E+03  2.4401E+11  3.8982E+11  3.5340E+10  3.7260E+10  2.3198E+07  8.5261E+08
  1.7230E+03  2.4400E+11  3.8981E+11  3.5330E+10  3.7258E+10  2.3198E+07  8.5261E+08
  1.7240E+03  2.4399E+11  3.8980E+11  3.5321E+10  3.7255E+10  2.3197E+07  8.5261E+08
  1.7250E+03  2.4397E+11  3.8978E+11  3.5312E+10  3.7252E+10  2.3196E+07  8.5261E+08
  1.7260E+03  2.4396E+11  3.8977E+11  3.5303E+10  3.7249E+10  2.3195E+07  8.5261E+08
  1.7270E+03  2.4395E+11  3.8976E+11  3.5294E+10  3.7246E+10  2.3195E+07  8.5261E+08
  1.7280E+03  2.4393E+11  3.8974E+11  3.5285E+10  3.7244E+10  2.3194E+07  8.5261E+08
  1.7290E+03  2.4392E+11  3.8973E+11  3.5276E+10  3.7241E+10  2.3193E+07  8.5261E+08
  1.7300E+03  2.4391E+11  3.8971E+11  3.5267E+10  3.7238E+10  2.3192E+07  8.5261E+08
  1.7310E+03  2.4389E+11  3.8970E+11  3.5258E+10  3.7235E+10  2.3192E+07  8.5261E+08
  1.7320E+03  2.4388E+11  3.8969E+11  3.5249E+10  3.7233E+10  2.3191E+07  8.5261E+08
  1.7330E+03  2.4387E+11  3.8967E+11  3.5240E+10  3.7230E+10  2.3190E+07  8.5261E+08
  1.7340E+03  2.4386E+11  3.8966E+11  3.5231E+10  3.7227E+10  2.3189E+07  8.5261E+08
  1.7350E+03  2.4384E+11  3.8965E+11  3.5222E+10  3.7224E+10  2.3189E+07  8.5261E+08
  1.7360E+03  2.4383E+11  3.8963E+11  3.5214E+10  3.7222E+10  2.3188E+07  8.5261E+08
  1.7370E+03  2.4382E+11  3.8962E+11  3.5205E+10  3.7219E+10  2.3187E+07  8.5261E+08
  1.7380E+03  2.4381E+11  3.8961E+11  3.5196E+10  3.7216E+10  2.3186E+07  8.5261E+08
  1.7390E+03  2.4379E+11  3.8959E+11  3.5187E+10  3.7213E+10  2.3186E+07  8.5261E+08
  1.7400E+03  2.4378E+11  3.8958E+11  3.5178E+10  3.7211E+10  2.3185E+07  8.5261E+08
  1.7410E+03  2.4377E+11  3.8957E+11  3.5170E+10  3.7208E+10  2.3184E+07  8.5261E+08
  1.7420E+03  2.4375E+11  3.8955E+11  3.5161E+10  3.7205E+10  2.3183E+07  8.5261E+08
  1.7430E+03  2.4374E+11  3.8954E+11  3.5152E+10  3.7203E+10  2.3183E+07  8.5261E+08
  1.7440E+03  2.4373E+11  3.8952E+11  3.5144E+10  3.7200E+10  2.3182E+07  8.5261E+08
  1.7450E+03  2.4372E+11  3.8951E+11  3.5135E+10  3.7197E+10  2.3181E+07  8.5261E+08
  1.7460E+03  2.4370E+11  3.8950E+11  3.5127E+10  3.7195E+10  2.3180E+07  8.5261E+08
  1.7470E+03  2.4369E+11  3.8948E+11  3.5118E+10  3.7192E+10  2.3180E+07  8.5261E+08
  1.7480E+03  2.4368E+11  3.8947E+11  3.5109E+10  3.7189E+10  2.3179E+07  8.5261E+08
  1.7490E+03  2.4367E+11  3.8946E+11  3.5101E+10  3.7187E+10  2.3178E+07  8.5261E+08
  1.7500E+03  2.4366E+11  3.8944E+11  3.5092E+10  3.7184E+10  2.3178E+07  8.5261E+08
  1.7510E+03  2.4364E+11  3.8943E+11  3.5084E+10  3.7181E+10  2.3177E+07  8.5261E+08
  1.7520E+03  2.4363E+11  3.8942E+11  3.5076E+10  3.7179E+10  2.3176E+07  8.5261E+08
  1.7530E+03  2.4362E+11  3.8941E+11  3.5067E+10  3.7176E+10  2.3175E+07  8.5261E+08
  1.7540E+03  2.4361E+11  3.8939E+11  3.5059E+10  3.7174E+10  2.3175E+07  8.5261E+08
  1.7550E+03  2.4359E+11  3.8938E+11  3.5050E+10  3.7171E+10  2.3174E+07  8.5261E+08
  1.7560E+03  2.4358E+11  3.8937E+11  3.5042E+10  3.7168E+10  2.3173E+07  8.5261E+08
  1.7570E+03  2.4357E+11  3.8935E+11  3.5034E+10  3.7166E+10  2.3172E+07  8.5261E+08
  1.7580E+03  2.4356E+11  3.8934E+11  3.5026E+10  3.7163E+10  2.3172E+07  8.5261E+08
  1.7590E+03  2.4355E+11  3.8933E+11  3.5017E+10  3.7161E+10  2.3171E+07  8.5261E+08
  1.7600E+03  2.4353E+11  3.8931E+11  3.5009E+10  3.7158E+10  2.3170E+07  8.5261E+08
  1.7610E+03  2.4352E+11  3.8930E+11  3.5001E+10  3.7156E+10  2.3170E+07  8.5261E+08
  1.7620E+03  2.4351E+11  3.8929E+11  3.4993E+10  3.7153E+10  2.3169E+07  8.5261E+08
  1.7630E+03  2.4350E+11  3.8927E+11  3.4984E+10  3.7150E+10  2.3168E+07  8.5261E+08
  1.7640E+03  2.4349E+11  3.8926E+11  3.4976E+10  3.7148E+10  2.3167E+07  8.5261E+08
  1.7650E+03  2.4348E+11  3.8925E+11  3.4968E+10  3.7145E+10  2.3167E+07  8.5261E+08
  1.7660E+03  2.4346E+11  3.8924E+11  3.4960E+10  3.7143E+10  2.3166E+07  8.5261E+08
  1.7670E+03  2.4345E+11  3.8922E+11  3.4952E+10  3.7140E+10  2.3165E+07  8.5261E+08
  1.7680E+03  2.4344E+11  3.8921E+11  3.4944E+10  3.7138E+10  2.3165E+07  8.5261E+08
  1.7690E+03  2.4343E+11  3.8920E+11  3.4936E+10  3.7135E+10  2.3164E+07  8.5261E+08
  1.7700E+03  2.4342E+11  3.8918E+11  3.4928E+10  3.7133E+10  2.3163E+07  8.5261E+08
  1.7710E+03  2.4341E+11  3.8917E+11  3.4920E+10  3.7130E+10  2.3162E+07  8.5261E+08
  1.7720E+03  2.4339E+11  3.8916E+11  3.4912E+10  3.7128E+10  2.3162E+07  8.5261E+08
  1.7730E+03  2.4338E+11  3.8914E+11  3.4904E+10  3.7125E+10  2.3161E+07  8.5261E+08
  1.7740E+03  2.4337E+11  3.8913E+11  3.4896E+10  3.7123E+10  2.3160E+07  8.5261E+08
  1.7750E+03  2.4336E+11  3.8912E+11  3.4888E+10  3.7120E+10  2.3160E+07  8.5261E+08
  1.7760E+03  2.4335E+11  3.8911E+11  3.4881E+10  3.7118E+10  2.3159E+07  8.5261E+08
  1.7770E+03  2.4334E+11  3.8909E+11  3.4873E+10  3.7115E+10  2.3158E+07  8.5261E+08
  1.7780E+03  2.4333E+11  3.8908E+11  3.4865E+10  3.7113E+10  2.3157E+07  8.5261E+08
  1.7790E+03  2.4331E+11  3.8907E+11  3.4857E+10  3.7110E+10  2.3157E+07  8.5261E+08
  1.7800E+03  2.4330E+11  3.8906E+11  3.4849E+10  3.7108E+10  2.3156E+07  8.6599E+08
  1.7810E+03  2.4329E+11  3.8904E+11  3.4842E+10  3.7106E+10  2.3155E+07  8.6599E+08
  1.7820E+03  2.4328E+11  3.8903E+11  3.4834E+10  3.7103E+10  2.3155E+07  8.6599E+08
  1.7830E+03  2.4327E+11  3.8902E+11  3.4826E+10  3.7101E+10  2.3154E+07  8.6599E+08
  1.7840E+03  2.4326E+11  3.8900E+11  3.4819E+10  3.7098E+10  2.3153E+07  8.6599E+08
  1.7850E+03  2.4325E+11  3.8899E+11  3.4811E+10  3.7096E+10  2.3153E+07  8.6599E+08
  1.7860E+03  2.4324E+11  3.8898E+11  3.4803E+10  3.7094E+10  2.3152E+07  8.6599E+08
  1.7870E+03  2.4322E+11  3.8897E+11  3.4796E+10  3.7091E+10  2.3151E+07  8.6599E+08
  1.7880E+03  2.4321E+11  3.8895E+11  3.4788E+10  3.7089E+10  2.3150E+07  8.6599E+08
  1.7890E+03  2.4320E+11  3.8894E+11  3.4781E+10  3.7086E+10  2.3150E+07  8.6599E+08
  1.7900E+03  2.4319E+11  3.8893E+11  3.4773E+10  3.7084E+10  2.3149E+07  8.6599E+08
  1.7910E+03  2.4318E+11  3.8892E+11  3.4766E+10  3.7082E+10  2.3148E+07  8.6599E+08
  1.7920E+03  2.4317E+11  3.8890E+11  3.4758E+10  3.7079E+10  2.3148E+07  8.6599E+08
  1.7930E+03  2.4316E+11  3.8889E+11  3.4751E+10  3.7077E+10  2.3147E+07  8.6599E+08
  1.7940E+03  2.4315E+11  3.8888E+11  3.4743E+10  3.7074E+10  2.3146E+07  8.6599E+08
  1.7950E+03  2.4314E+11  3.8887E+11  3.4736E+10  3.7072E+10  2.3146E+07  8.6599E+08
  1.7960E+03  2.4313E+11  3.8885E+11  3.4728E+10  3.7070E+10  2.3145E+07  8.6599E+08
  1.7970E+03  2.4312E+11  3.8884E+11  3.4721E+10  3.7067E+10  2.3144E+07  8.6599E+08
  1.7980E+03  2.4310E+11  3.8883E+11  3.4714E+10  3.7065E+10  2.3144E+07  8.6599E+08
  1.7990E+03  2.4309E+11  3.8882E+11  3.4706E+10  3.7063E+10  2.3143E+07  8.6599E+08
  1.8000E+03  2.4308E+11  3.8881E+11  3.4699E+10  3.7060E+10  2.3142E+07  8.6599E+08
  1.8010E+03  2.4307E+11  3.8879E+11  3.4692E+10  3.7058E+10  2.3142E+07  8.6599E+08
  1.8020E+03  2.4306E+11  3.8878E+11  3.4684E+10  3.7056E+10  2.3141E+07  8.6599E+08
  1.8030E+03  2.4305E+11  3.8877E+11  3.4677E+10  3.7053E+10  2.3140E+07  8.6599E+08
  1.8040E+03  2.4304E+11  3.8876E+11  3.4670E+10  3.7051E+10  2.3139E+07  8.6599E+08
  1.8050E+03  2.4303E+11  3.8874E+11  3.4663E+10  3.7049E+10  2.3139E+07  8.6599E+08
  1.8060E+03  2.4302E+11  3.8873E+11  3.4656E+10  3.7047E+10  2.3138E+07  8.6599E+08
  1.8070E+03  2.4301E+11  3.8872E+11  3.4648E+10  3.7044E+10  2.3137E+07  8.6599E+08
  1.8080E+03  2.4300E+11  3.8871E+11  3.4641E+10  3.7042E+10  2.3137E+07  8.6599E+08
  1.8090E+03  2.4299E+11  3.8870E+11  3.4634E+10  3.7040E+10  2.3136E+07  8.6599E+08
  1.8100E+03  2.4298E+11  3.8868E+11  3.4627E+10  3.7038E+10  2.3135E+07  8.6599E+08
  1.8110E+03  2.4297E+11  3.8867E+11  3.4620E+10  3.7035E+10  2.3135E+07  8.6599E+08
  1.8120E+03  2.4296E+11  3.8866E+11  3.4613E+10  3.7033E+10  2.3134E+07  8.6599E+08
  1.8130E+03  2.4295E+11  3.8865E+11  3.4606E+10  3.7031E+10  2.3133E+07  8.6599E+08
  1.8140E+03  2.4294E+11  3.8863E+11  3.4599E+10  3.7029E+10  2.3133E+07  8.6599E+08
  1.8150E+03  2.4293E+11  3.8862E+11  3.4592E+10  3.7026E+10  2.3132E+07  8.6599E+08
  1.8160E+03  2.4292E+11  3.8861E+11  3.4585E+10  3.7024E+10  2.3131E+07  8.6599E+08
  1.8170E+03  2.4291E+11  3.8860E+11  3.4578E+10  3.7022E+10  2.3131E+07  8.6599E+08
  1.8180E+03  2.4290E+11  3.8859E+11  3.4571E+10  3.7020E+10  2.3130E+07  8.6599E+08
  1.8190E+03  2.4289E+11  3.8857E+11  3.4564E+10  3.7017E+10  2.3129E+07  8.6599E+08
  1.8200E+03  2.4288E+11  3.8856E+11  3.4557E+10  3.7015E+10  2.3129E+07  8.6599E+08
  1.8210E+03  2.4287E+11  3.8855E+11  3.4550E+10  3.7013E+10  2.3128E+07  8.6599E+08
  1.8220E+03  2.4286E+11  3.8854E+11  3.4544E+10  3.7011E+10  2.3127E+07  8.6599E+08
  1.8230E+03  2.4285E+11  3.8853E+11  3.4537E+10  3.7009E+10  2.3127E+07  8.6599E+08
  1.8240E+03  2.4284E+11  3.8851E+11  3.4530E+10  3.7006E+10  2.3126E+07  8.6599E+08
  1.8250E+03  2.4283E+11  3.8850E+11  3.4523E+10  3.7004E+10  2.3125E+07  8.6599E+08
  1.8260E+03  2.4282E+11  3.8849E+11  3.4516E+10  3.7002E+10  2.3125E+07  8.6599E+08
  1.8270E+03  2.4281E+11  3.8848E+11  3.4510E+10  3.7000E+10  2.3124E+07  8.6599E+08
  1.8280E+03  2.4280E+11  3.8847E+11  3.4503E+10  3.6998E+10  2.3123E+07  8.6599E+08
  1.8290E+03  2.4279E+11  3.8846E+11  3.4496E+10  3.6996E+10  2.3123E+07  8.6599E+08
  1.8300E+03  2.4278E+11  3.8844E+11  3.4490E+10  3.6994E+10  2.3122E+07  8.6599E+08
  1.8310E+03  2.4277E+11  3.8843E+11  3.4483E+10  3.6991E+10  2.3121E+07  8.6599E+08
  1.8320E+03  2.4276E+11  3.8842E+11  3.4476E+10  3.6989E+10  2.3121E+07  8.6599E+08
  1.8330E+03  2.4275E+11  3.8841E+11  3.4470E+10  3.6987E+10  2.3120E+07  8.6599E+08
  1.8340E+03  2.4274E+11  3.8840E+11  3.4463E+10  3.6985E+10  2.3120E+07  8.6599E+08
  1.8350E+03  2.4273E+11  3.8838E+11  3.4457E+10  3.6983E+10  2.3119E+07  8.6599E+08
  1.8360E+03  2.4272E+11  3.8837E+11  3.4450E+10  3.6981E+10  2.3118E+07  8.6599E+08
  1.8370E+03  2.4271E+11  3.8836E+11  3.4443E+10  3.6979E+10  2.3118E+07  8.6599E+08
  1.8380E+03  2.4270E+11  3.8835E+11  3.4437E+10  3.6977E+10  2.3117E+07  8.6599E+08
  1.8390E+03  2.4269E+11  3.8834E+11  3.4430E+10  3.6974E+10  2.3116E+07  8.6599E+08
  1.8400E+03  2.4268E+11  3.8833E+11  3.4424E+10  3.6972E+10  2.3116E+07  8.6599E+08
  1.8410E+03  2.4267E+11  3.8831E+11  3.4418E+10  3.6970E+10  2.3115E+07  8.6599E+08
  1.8420E+03  2.4266E+11  3.8830E+11  3.4411E+10  3.6968E+10  2.3114E+07  8.6599E+08
  1.8430E+03  2.4265E+11  3.8829E+11  3.4405E+10  3.6966E+10  2.3114E+07  8.6599E+08
  1.8440E+03  2.4264E+11  3.8828E+11  3.4398E+10  3.6964E+10  2.3113E+07  8.6599E+08
  1.8450E+03  2.4263E+11  3.8827E+11  3.4392E+10  3.6962E+10  2.3112E+07  8.6599E+08
  1.8460E+03  2.4262E+11  3.8826E+11  3.4386E+10  3.6960E+10  2.3112E+07  8.6599E+08
  1.8470E+03  2.4261E+11  3.8825E+11  3.4379E+10  3.6958E+10  2.3111E+07  8.6599E+08
  1.8480E+03  2.4260E+11  3.8823E+11  3.4373E+10  3.6956E+10  2.3111E+07  8.6599E+08
  1.8490E+03  2.4259E+11  3.8822E+11  3.4367E+10  3.6954E+10  2.3110E+07  8.6599E+08
  1.8500E+03  2.4259E+11  3.8821E+11  3.4360E+10  3.6952E+10  2.3109E+07  8.6599E+08
  1.8510E+03  2.4258E+11  3.8820E+11  3.4354E+10  3.6950E+10  2.3109E+07  8.6599E+08
  1.8520E+03  2.4257E+11  3.8819E+11  3.4348E+10  3.6948E+10  2.3108E+07  8.6599E+08
  1.8530E+03  2.4256E+11  3.8818E+11  3.4342E+10  3.6946E+10  2.3107E+07  8.6599E+08
  1.8540E+03  2.4255E+11  3.8817E+11  3.4335E+10  3.6944E+10  2.3107E+07  8.6599E+08
  1.8550E+03  2.4254E+11  3.8815E+11  3.4329E+10  3.6942E+10  2.3106E+07  8.6599E+08
  1.8560E+03  2.4253E+11  3.8814E+11  3.4323E+10  3.6940E+10  2.3105E+07  8.6599E+08
  1.8570E+03  2.4252E+11  3.8813E+11  3.4317E+10  3.6938E+10  2.3105E+07  8.6599E+08
  1.8580E+03  2.4251E+11  3.8812E+11  3.4311E+10  3.6936E+10  2.3104E+07  8.6599E+08
  1.8590E+03  2.4250E+11  3.8811E+11  3.4305E+10  3.6934E+10  2.3104E+07  8.6599E+08
  1.8600E+03  2.4249E+11  3.8810E+11  3.4298E+10  3.6932E+10  2.3103E+07  8.6599E+08
  1.8610E+03  2.4248E+11  3.8809E+11  3.4292E+10  3.6930E+10  2.3102E+07  8.6599E+08
  1.8620E+03  2.4248E+11  3.8807E+11  3.4286E+10  3.6928E+10  2.3102E+07  8.6599E+08
  1.8630E+03  2.4247E+11  3.8806E+11  3.4280E+10  3.6926E+10  2.3101E+07  8.6599E+08
  1.8640E+03  2.4246E+11  3.8805E+11  3.4274E+10  3.6924E+10  2.3100E+07  8.7641E+08
  1.8650E+03  2.4245E+11  3.8804E+11  3.4268E+10  3.6922E+10  2.3100E+07  8.7641E+08
  1.8660E+03  2.4244E+11  3.8803E+11  3.4262E+10  3.6920E+10  2.3099E+07  8.7641E+08
  1.8670E+03  2.4243E+11  3.8802E+11  3.4256E+10  3.6918E+10  2.3099E+07  8.7641E+08
  1.8680E+03  2.4242E+11  3.8801E+11  3.4250E+10  3.6916E+10  2.3098E+07  8.7641E+08
  1.8690E+03  2.4241E+11  3.8800E+11  3.4244E+10  3.6914E+10  2.3097E+07  8.7641E+08
  1.8700E+03  2.4240E+11  3.8799E+11  3.4239E+10  3.6912E+10  2.3097E+07  8.7641E+08
  1.8710E+03  2.4240E+11  3.8797E+11  3.4233E+10  3.6910E+10  2.3096E+07  8.7641E+08
  1.8720E+03  2.4239E+11  3.8796E+11  3.4227E+10  3.6908E+10  2.3095E+07  8.7641E+08
  1.8730E+03  2.4238E+11  3.8795E+11  3.4221E+10  3.6906E+10  2.3095E+07  8.7641E+08
  1.8740E+03  2.4237E+11  3.8794E+11  3.4215E+10  3.6904E+10  2.3094E+07  8.7641E+08
  1.8750E+03  2.4236E+11  3.8793E+11  3.4209E+10  3.6903E+10  2.3094E+07  8.7641E+08
  1.8760E+03  2.4235E+11  3.8792E+11  3.4204E+10  3.6901E+10  2.3093E+07  8.7641E+08
  1.8770E+03  2.4234E+11  3.8791E+11  3.4198E+10  3.6899E+10  2.3092E+07  8.7641E+08
  1.8780E+03  2.4234E+11  3.8790E+11  3.4192E+10  3.6897E+10  2.3092E+07  8.7641E+08
  1.8790E+03  2.4233E+11  3.8789E+11  3.4186E+10  3.6895E+10  2.3091E+07  8.7641E+08
  1.8800E+03  2.4232E+11  3.8787E+11  3.4180E+10  3.6893E+10  2.3091E+07  8.7641E+08
  1.8810E+03  2.4231E+11  3.8786E+11  3.4175E+10  3.6891E+10  2.3090E+07  8.7641E+08
  1.8820E+03  2.4230E+11  3.8785E+11  3.4169E+10  3.6889E+10  2.3089E+07  8.7641E+08
  1.8830E+03  2.4229E+11  3.8784E+11  3.4163E+10  3.6888E+10  2.3089E+07  8.7641E+08
  1.8840E+03  2.4228E+11  3.8783E+11  3.4158E+10  3.6886E+10  2.3088E+07  8.7641E+08
  1.8850E+03  2.4228E+11  3.8782E+11  3.4152E+10  3.6884E+10  2.3088E+07  8.7641E+08
