 PRINT STREAM NO.  1
 TIME        CRESOL      H2O2        NO          NO2         OH          RO2
  0.0000      4.9416E+11  4.9416E+11  1.2354E+11  1.2354E+11  0.0000      0.0000
  1.0000E+00  4.9386E+11  4.9401E+11  1.2549E+11  1.2155E+11  1.6685E+07  3.8193E+07
  2.0000E+00  4.9341E+11  4.9386E+11  1.2719E+11  1.1976E+11  2.2330E+07  6.6658E+07
  3.0000E+00  4.9285E+11  4.9370E+11  1.2869E+11  1.1816E+11  2.6877E+07  8.8647E+07
  4.0000E+00  4.9219E+11  4.9354E+11  1.3001E+11  1.1670E+11  3.0462E+07  1.0559E+08
  5.0000E+00  4.9146E+11  4.9338E+11  1.3120E+11  1.1536E+11  3.3239E+07  1.1807E+08
  6.0000E+00  4.9068E+11  4.9322E+11  1.3228E+11  1.1411E+11  3.5350E+07  1.2704E+08
  7.0000E+00  4.8986E+11  4.9305E+11  1.3326E+11  1.1294E+11  3.6921E+07  1.3240E+08
  8.0000E+00  4.8901E+11  4.9289E+11  1.3417E+11  1.1184E+11  3.8061E+07  1.3818E+08
  9.0000E+00  4.8814E+11  4.9272E+11  1.3503E+11  1.1078E+11  3.8860E+07  1.4092E+08
  1.0000E+01  4.8726E+11  4.9256E+11  1.3583E+11  1.0977E+11  3.9393E+07  1.4302E+08
  1.1000E+01  4.8637E+11  4.9239E+11  1.3659E+11  1.0879E+11  3.9719E+07  1.4391E+08
  1.2000E+01  4.8548E+11  4.9222E+11  1.3732E+11  1.0784E+11  3.9887E+07  1.4456E+08
  1.3000E+01  4.8459E+11  4.9206E+11  1.3802E+11  1.0691E+11  3.9934E+07  1.4456E+08
  1.4000E+01  4.8370E+11  4.9189E+11  1.3869E+11  1.0601E+11  3.9890E+07  1.4426E+08
  1.5000E+01  4.8282E+11  4.9173E+11  1.3935E+11  1.0512E+11  3.9780E+07  1.4337E+08
  1.6000E+01  4.8194E+11  4.9156E+11  1.3998E+11  1.0425E+11  3.9620E+07  1.4280E+08
  1.7000E+01  4.8107E+11  4.9140E+11  1.4060E+11  1.0339E+11  3.9424E+07  1.4216E+08
  1.8000E+01  4.8020E+11  4.9124E+11  1.4121E+11  1.0255E+11  3.9203E+07  1.4043E+08
  1.9000E+01  4.7934E+11  4.9107E+11  1.4179E+11  1.0173E+11  3.8964E+07  1.3936E+08
  2.0000E+01  4.7849E+11  4.9091E+11  1.4237E+11  1.0091E+11  3.8714E+07  1.3827E+08
  2.1000E+01  4.7765E+11  4.9075E+11  1.4293E+11  1.0011E+11  3.8457E+07  1.3719E+08
  2.2000E+01  4.7682E+11  4.9058E+11  1.4348E+11  9.9319E+10  3.8196E+07  1.3719E+08
  2.3000E+01  4.7599E+11  4.9042E+11  1.4402E+11  9.8540E+10  3.7934E+07  1.3613E+08
  2.4000E+01  4.7517E+11  4.9026E+11  1.4454E+11  9.7772E+10  3.7671E+07  1.3456E+08
  2.5000E+01  4.7436E+11  4.9010E+11  1.4506E+11  9.7015E+10  3.7411E+07  1.3307E+08
  2.6000E+01  4.7356E+11  4.8994E+11  1.4556E+11  9.6269E+10  3.7153E+07  1.3307E+08
  2.7000E+01  4.7277E+11  4.8978E+11  1.4605E+11  9.5533E+10  3.6898E+07  1.3165E+08
  2.8000E+01  4.7198E+11  4.8962E+11  1.4654E+11  9.4808E+10  3.6646E+07  1.3031E+08
  2.9000E+01  4.7121E+11  4.8946E+11  1.4701E+11  9.4094E+10  3.6398E+07  1.3031E+08
  3.0000E+01  4.7043E+11  4.8930E+11  1.4747E+11  9.3389E+10  3.6154E+07  1.2906E+08
  3.1000E+01  4.6967E+11  4.8914E+11  1.4792E+11  9.2695E+10  3.5914E+07  1.2906E+08
  3.2000E+01  4.6891E+11  4.8898E+11  1.4836E+11  9.2011E+10  3.5678E+07  1.2716E+08
  3.3000E+01  4.6817E+11  4.8882E+11  1.4879E+11  9.1337E+10  3.5446E+07  1.2716E+08
  3.4000E+01  4.6742E+11  4.8867E+11  1.4921E+11  9.0673E+10  3.5218E+07  1.2546E+08
  3.5000E+01  4.6669E+11  4.8851E+11  1.4962E+11  9.0018E+10  3.4995E+07  1.2546E+08
  3.6000E+01  4.6596E+11  4.8835E+11  1.5002E+11  8.9373E+10  3.4775E+07  1.2546E+08
  3.7000E+01  4.6524E+11  4.8819E+11  1.5041E+11  8.8738E+10  3.4559E+07  1.2395E+08
  3.8000E+01  4.6452E+11  4.8804E+11  1.5079E+11  8.8112E+10  3.4347E+07  1.2395E+08
  3.9000E+01  4.6381E+11  4.8788E+11  1.5117E+11  8.7495E+10  3.4138E+07  1.2395E+08
  4.0000E+01  4.6311E+11  4.8773E+11  1.5153E+11  8.6887E+10  3.3934E+07  1.2262E+08
  4.1000E+01  4.6241E+11  4.8757E+11  1.5189E+11  8.6288E+10  3.3732E+07  1.2262E+08
  4.2000E+01  4.6172E+11  4.8741E+11  1.5223E+11  8.5698E+10  3.3535E+07  1.2144E+08
  4.3000E+01  4.6104E+11  4.8726E+11  1.5257E+11  8.5117E+10  3.3341E+07  1.2144E+08
  4.4000E+01  4.6036E+11  4.8711E+11  1.5290E+11  8.4545E+10  3.3150E+07  1.2144E+08
  4.5000E+01  4.5968E+11  4.8695E+11  1.5322E+11  8.3981E+10  3.2963E+07  1.1966E+08
  4.6000E+01  4.5902E+11  4.8680E+11  1.5353E+11  8.3426E+10  3.2779E+07  1.1966E+08
  4.7000E+01  4.5836E+11  4.8664E+11  1.5383E+11  8.2879E+10  3.2598E+07  1.1966E+08
  4.8000E+01  4.5770E+11  4.8649E+11  1.5413E+11  8.2340E+10  3.2420E+07  1.1966E+08
  4.9000E+01  4.5705E+11  4.8634E+11  1.5442E+11  8.1810E+10  3.2246E+07  1.1966E+08
  5.0000E+01  4.5640E+11  4.8619E+11  1.5469E+11  8.1288E+10  3.2074E+07  1.1830E+08
  5.1000E+01  4.5576E+11  4.8603E+11  1.5497E+11  8.0773E+10  3.1906E+07  1.1830E+08
  5.2000E+01  4.5513E+11  4.8588E+11  1.5523E+11  8.0267E+10  3.1740E+07  1.1830E+08
  5.3000E+01  4.5450E+11  4.8573E+11  1.5549E+11  7.9768E+10  3.1578E+07  1.1830E+08
  5.4000E+01  4.5387E+11  4.8558E+11  1.5573E+11  7.9276E+10  3.1418E+07  1.1830E+08
  5.5000E+01  4.5325E+11  4.8543E+11  1.5598E+11  7.8793E+10  3.1261E+07  1.1730E+08
  5.6000E+01  4.5264E+11  4.8528E+11  1.5621E+11  7.8316E+10  3.1106E+07  1.1730E+08
  5.7000E+01  4.5202E+11  4.8513E+11  1.5644E+11  7.7848E+10  3.0955E+07  1.1730E+08
  5.8000E+01  4.5142E+11  4.8498E+11  1.5666E+11  7.7386E+10  3.0805E+07  1.1730E+08
  5.9000E+01  4.5082E+11  4.8483E+11  1.5687E+11  7.6931E+10  3.0659E+07  1.1730E+08
  6.0000E+01  4.5022E+11  4.8468E+11  1.5707E+11  7.6484E+10  3.0515E+07  1.1661E+08
  6.1000E+01  4.4963E+11  4.8453E+11  1.5727E+11  7.6043E+10  3.0373E+07  1.1661E+08
  6.2000E+01  4.4904E+11  4.8438E+11  1.5747E+11  7.5610E+10  3.0234E+07  1.1661E+08
  6.3000E+01  4.4845E+11  4.8423E+11  1.5765E+11  7.5183E+10  3.0097E+07  1.1661E+08
  6.4000E+01  4.4787E+11  4.8408E+11  1.5783E+11  7.4763E+10  2.9963E+07  1.1661E+08
  6.5000E+01  4.4730E+11  4.8394E+11  1.5800E+11  7.4349E+10  2.9831E+07  1.1620E+08
  6.6000E+01  4.4673E+11  4.8379E+11  1.5817E+11  7.3942E+10  2.9701E+07  1.1620E+08
  6.7000E+01  4.4616E+11  4.8364E+11  1.5833E+11  7.3541E+10  2.9573E+07  1.1620E+08
  6.8000E+01  4.4560E+11  4.8349E+11  1.5848E+11  7.3147E+10  2.9447E+07  1.1620E+08
  6.9000E+01  4.4504E+11  4.8335E+11  1.5863E+11  7.2758E+10  2.9324E+07  1.1602E+08
  7.0000E+01  4.4448E+11  4.8320E+11  1.5877E+11  7.2376E+10  2.9203E+07  1.1602E+08
  7.1000E+01  4.4393E+11  4.8305E+11  1.5891E+11  7.2000E+10  2.9083E+07  1.1602E+08
  7.2000E+01  4.4338E+11  4.8291E+11  1.5904E+11  7.1630E+10  2.8966E+07  1.1602E+08
  7.3000E+01  4.4283E+11  4.8276E+11  1.5916E+11  7.1266E+10  2.8851E+07  1.1602E+08
  7.4000E+01  4.4229E+11  4.8262E+11  1.5928E+11  7.0907E+10  2.8737E+07  1.1602E+08
  7.5000E+01  4.4176E+11  4.8247E+11  1.5940E+11  7.0554E+10  2.8626E+07  1.1602E+08
  7.6000E+01  4.4122E+11  4.8233E+11  1.5950E+11  7.0207E+10  2.8516E+07  1.1626E+08
  7.7000E+01  4.4069E+11  4.8218E+11  1.5961E+11  6.9866E+10  2.8408E+07  1.1626E+08
  7.8000E+01  4.4016E+11  4.8204E+11  1.5970E+11  6.9529E+10  2.8302E+07  1.1626E+08
  7.9000E+01  4.3964E+11  4.8189E+11  1.5980E+11  6.9199E+10  2.8198E+07  1.1626E+08
  8.0000E+01  4.3912E+11  4.8175E+11  1.5988E+11  6.8873E+10  2.8096E+07  1.1626E+08
  8.1000E+01  4.3860E+11  4.8161E+11  1.5997E+11  6.8553E+10  2.7995E+07  1.1626E+08
  8.2000E+01  4.3809E+11  4.8146E+11  1.6004E+11  6.8238E+10  2.7896E+07  1.1626E+08
  8.3000E+01  4.3758E+11  4.8132E+11  1.6012E+11  6.7928E+10  2.7798E+07  1.1626E+08
  8.4000E+01  4.3707E+11  4.8118E+11  1.6018E+11  6.7622E+10  2.7702E+07  1.1683E+08
  8.5000E+01  4.3657E+11  4.8104E+11  1.6025E+11  6.7322E+10  2.7608E+07  1.1683E+08
  8.6000E+01  4.3606E+11  4.8089E+11  1.6030E+11  6.7027E+10  2.7515E+07  1.1683E+08
  8.7000E+01  4.3557E+11  4.8075E+11  1.6036E+11  6.6736E+10  2.7424E+07  1.1683E+08
  8.8000E+01  4.3507E+11  4.8061E+11  1.6041E+11  6.6450E+10  2.7334E+07  1.1683E+08
  8.9000E+01  4.3458E+11  4.8047E+11  1.6045E+11  6.6169E+10  2.7246E+07  1.1683E+08
  9.0000E+01  4.3409E+11  4.8033E+11  1.6049E+11  6.5893E+10  2.7159E+07  1.1683E+08
  9.1000E+01  4.3360E+11  4.8019E+11  1.6053E+11  6.5620E+10  2.7074E+07  1.1768E+08
  9.2000E+01  4.3312E+11  4.8005E+11  1.6056E+11  6.5352E+10  2.6989E+07  1.1768E+08
  9.3000E+01  4.3264E+11  4.7991E+11  1.6059E+11  6.5089E+10  2.6907E+07  1.1768E+08
  9.4000E+01  4.3216E+11  4.7977E+11  1.6061E+11  6.4830E+10  2.6825E+07  1.1768E+08
  9.5000E+01  4.3168E+11  4.7963E+11  1.6063E+11  6.4575E+10  2.6745E+07  1.1768E+08
  9.6000E+01  4.3121E+11  4.7949E+11  1.6065E+11  6.4324E+10  2.6667E+07  1.1768E+08
  9.7000E+01  4.3074E+11  4.7935E+11  1.6066E+11  6.4077E+10  2.6589E+07  1.1768E+08
  9.8000E+01  4.3027E+11  4.7921E+11  1.6067E+11  6.3835E+10  2.6513E+07  1.1878E+08
  9.9000E+01  4.2980E+11  4.7907E+11  1.6067E+11  6.3596E+10  2.6438E+07  1.1878E+08
  1.0000E+02  4.2934E+11  4.7893E+11  1.6067E+11  6.3361E+10  2.6364E+07  1.1878E+08
  1.0100E+02  4.2888E+11  4.7879E+11  1.6067E+11  6.3130E+10  2.6291E+07  1.1878E+08
  1.0200E+02  4.2842E+11  4.7865E+11  1.6066E+11  6.2903E+10  2.6220E+07  1.1878E+08
  1.0300E+02  4.2797E+11  4.7851E+11  1.6065E+11  6.2679E+10  2.6150E+07  1.1878E+08
  1.0400E+02  4.2752E+11  4.7838E+11  1.6064E+11  6.2459E+10  2.6080E+07  1.1878E+08
  1.0500E+02  4.2706E+11  4.7824E+11  1.6062E+11  6.2243E+10  2.6012E+07  1.2047E+08
  1.0600E+02  4.2662E+11  4.7810E+11  1.6060E+11  6.2030E+10  2.5945E+07  1.2047E+08
  1.0700E+02  4.2617E+11  4.7796E+11  1.6057E+11  6.1821E+10  2.5879E+07  1.2047E+08
  1.0800E+02  4.2573E+11  4.7783E+11  1.6055E+11  6.1615E+10  2.5814E+07  1.2047E+08
  1.0900E+02  4.2528E+11  4.7769E+11  1.6052E+11  6.1412E+10  2.5750E+07  1.2047E+08
  1.1000E+02  4.2485E+11  4.7755E+11  1.6048E+11  6.1213E+10  2.5687E+07  1.2047E+08
  1.1100E+02  4.2441E+11  4.7742E+11  1.6045E+11  6.1017E+10  2.5625E+07  1.2047E+08
  1.1200E+02  4.2397E+11  4.7728E+11  1.6041E+11  6.0824E+10  2.5564E+07  1.2047E+08
  1.1300E+02  4.2354E+11  4.7715E+11  1.6037E+11  6.0635E+10  2.5504E+07  1.2047E+08
  1.1400E+02  4.2311E+11  4.7701E+11  1.6032E+11  6.0448E+10  2.5445E+07  1.2242E+08
  1.1500E+02  4.2268E+11  4.7687E+11  1.6027E+11  6.0265E+10  2.5387E+07  1.2242E+08
  1.1600E+02  4.2225E+11  4.7674E+11  1.6022E+11  6.0084E+10  2.5330E+07  1.2242E+08
  1.1700E+02  4.2183E+11  4.7660E+11  1.6017E+11  5.9907E+10  2.5273E+07  1.2242E+08
  1.1800E+02  4.2141E+11  4.7647E+11  1.6011E+11  5.9732E+10  2.5218E+07  1.2242E+08
  1.1900E+02  4.2099E+11  4.7634E+11  1.6006E+11  5.9560E+10  2.5163E+07  1.2242E+08
  1.2000E+02  4.2057E+11  4.7620E+11  1.5999E+11  5.9391E+10  2.5109E+07  1.2242E+08
  1.2100E+02  4.2015E+11  4.7607E+11  1.5993E+11  5.9225E+10  2.5056E+07  1.2242E+08
  1.2200E+02  4.1974E+11  4.7593E+11  1.5986E+11  5.9062E+10  2.5004E+07  1.2242E+08
  1.2300E+02  4.1932E+11  4.7580E+11  1.5980E+11  5.8901E+10  2.4952E+07  1.2457E+08
  1.2400E+02  4.1891E+11  4.7567E+11  1.5972E+11  5.8743E+10  2.4902E+07  1.2457E+08
  1.2500E+02  4.1850E+11  4.7553E+11  1.5965E+11  5.8587E+10  2.4852E+07  1.2457E+08
  1.2600E+02  4.1810E+11  4.7540E+11  1.5958E+11  5.8434E+10  2.4803E+07  1.2457E+08
  1.2700E+02  4.1769E+11  4.7527E+11  1.5950E+11  5.8283E+10  2.4754E+07  1.2457E+08
  1.2800E+02  4.1729E+11  4.7513E+11  1.5942E+11  5.8135E+10  2.4707E+07  1.2457E+08
  1.2900E+02  4.1689E+11  4.7500E+11  1.5933E+11  5.7989E+10  2.4660E+07  1.2457E+08
  1.3000E+02  4.1649E+11  4.7487E+11  1.5925E+11  5.7846E+10  2.4614E+07  1.2457E+08
  1.3100E+02  4.1609E+11  4.7474E+11  1.5916E+11  5.7705E+10  2.4568E+07  1.2457E+08
  1.3200E+02  4.1569E+11  4.7461E+11  1.5907E+11  5.7566E+10  2.4523E+07  1.2457E+08
  1.3300E+02  4.1530E+11  4.7448E+11  1.5898E+11  5.7430E+10  2.4479E+07  1.2687E+08
  1.3400E+02  4.1490E+11  4.7434E+11  1.5889E+11  5.7295E+10  2.4435E+07  1.2687E+08
  1.3500E+02  4.1451E+11  4.7421E+11  1.5879E+11  5.7163E+10  2.4393E+07  1.2687E+08
  1.3600E+02  4.1412E+11  4.7408E+11  1.5870E+11  5.7033E+10  2.4350E+07  1.2687E+08
  1.3700E+02  4.1373E+11  4.7395E+11  1.5860E+11  5.6905E+10  2.4309E+07  1.2687E+08
  1.3800E+02  4.1335E+11  4.7382E+11  1.5850E+11  5.6780E+10  2.4268E+07  1.2687E+08
  1.3900E+02  4.1296E+11  4.7369E+11  1.5840E+11  5.6656E+10  2.4227E+07  1.2687E+08
  1.4000E+02  4.1258E+11  4.7356E+11  1.5829E+11  5.6534E+10  2.4187E+07  1.2687E+08
  1.4100E+02  4.1220E+11  4.7343E+11  1.5819E+11  5.6414E+10  2.4148E+07  1.2687E+08
  1.4200E+02  4.1182E+11  4.7330E+11  1.5808E+11  5.6296E+10  2.4110E+07  1.2929E+08
  1.4300E+02  4.1144E+11  4.7317E+11  1.5797E+11  5.6180E+10  2.4071E+07  1.2929E+08
  1.4400E+02  4.1106E+11  4.7304E+11  1.5786E+11  5.6066E+10  2.4034E+07  1.2929E+08
  1.4500E+02  4.1069E+11  4.7291E+11  1.5775E+11  5.5954E+10  2.3997E+07  1.2929E+08
  1.4600E+02  4.1031E+11  4.7278E+11  1.5763E+11  5.5843E+10  2.3960E+07  1.2929E+08
  1.4700E+02  4.0994E+11  4.7266E+11  1.5752E+11  5.5734E+10  2.3925E+07  1.2929E+08
  1.4800E+02  4.0957E+11  4.7253E+11  1.5740E+11  5.5627E+10  2.3889E+07  1.2929E+08
  1.4900E+02  4.0920E+11  4.7240E+11  1.5728E+11  5.5522E+10  2.3854E+07  1.2929E+08
  1.5000E+02  4.0883E+11  4.7227E+11  1.5716E+11  5.5418E+10  2.3820E+07  1.2929E+08
  1.5100E+02  4.0846E+11  4.7214E+11  1.5704E+11  5.5316E+10  2.3786E+07  1.3253E+08
  1.5200E+02  4.0810E+11  4.7201E+11  1.5692E+11  5.5215E+10  2.3753E+07  1.3253E+08
  1.5300E+02  4.0773E+11  4.7189E+11  1.5679E+11  5.5117E+10  2.3720E+07  1.3253E+08
  1.5400E+02  4.0737E+11  4.7176E+11  1.5667E+11  5.5019E+10  2.3687E+07  1.3253E+08
  1.5500E+02  4.0701E+11  4.7163E+11  1.5654E+11  5.4923E+10  2.3655E+07  1.3253E+08
  1.5600E+02  4.0665E+11  4.7151E+11  1.5641E+11  5.4829E+10  2.3624E+07  1.3253E+08
  1.5700E+02  4.0629E+11  4.7138E+11  1.5629E+11  5.4736E+10  2.3593E+07  1.3253E+08
  1.5800E+02  4.0593E+11  4.7125E+11  1.5615E+11  5.4645E+10  2.3562E+07  1.3253E+08
  1.5900E+02  4.0558E+11  4.7113E+11  1.5602E+11  5.4555E+10  2.3532E+07  1.3253E+08
  1.6000E+02  4.0522E+11  4.7100E+11  1.5589E+11  5.4466E+10  2.3502E+07  1.3253E+08
  1.6100E+02  4.0487E+11  4.7087E+11  1.5576E+11  5.4379E+10  2.3473E+07  1.3253E+08
  1.6200E+02  4.0452E+11  4.7075E+11  1.5562E+11  5.4293E+10  2.3444E+07  1.3253E+08
  1.6300E+02  4.0417E+11  4.7062E+11  1.5549E+11  5.4209E+10  2.3415E+07  1.3590E+08
  1.6400E+02  4.0382E+11  4.7050E+11  1.5535E+11  5.4125E+10  2.3387E+07  1.3590E+08
  1.6500E+02  4.0347E+11  4.7037E+11  1.5521E+11  5.4043E+10  2.3359E+07  1.3590E+08
  1.6600E+02  4.0312E+11  4.7025E+11  1.5507E+11  5.3963E+10  2.3332E+07  1.3590E+08
  1.6700E+02  4.0278E+11  4.7012E+11  1.5493E+11  5.3883E+10  2.3305E+07  1.3590E+08
  1.6800E+02  4.0243E+11  4.7000E+11  1.5479E+11  5.3805E+10  2.3278E+07  1.3590E+08
  1.6900E+02  4.0209E+11  4.6987E+11  1.5465E+11  5.3728E+10  2.3252E+07  1.3590E+08
  1.7000E+02  4.0175E+11  4.6975E+11  1.5450E+11  5.3652E+10  2.3226E+07  1.3590E+08
  1.7100E+02  4.0140E+11  4.6962E+11  1.5436E+11  5.3577E+10  2.3201E+07  1.3590E+08
  1.7200E+02  4.0106E+11  4.6950E+11  1.5421E+11  5.3503E+10  2.3176E+07  1.3590E+08
  1.7300E+02  4.0073E+11  4.6938E+11  1.5407E+11  5.3431E+10  2.3151E+07  1.3590E+08
  1.7400E+02  4.0039E+11  4.6925E+11  1.5392E+11  5.3359E+10  2.3127E+07  1.3590E+08
  1.7500E+02  4.0005E+11  4.6913E+11  1.5377E+11  5.3289E+10  2.3103E+07  1.3935E+08
  1.7600E+02  3.9972E+11  4.6901E+11  1.5363E+11  5.3220E+10  2.3079E+07  1.3935E+08
  1.7700E+02  3.9938E+11  4.6888E+11  1.5348E+11  5.3151E+10  2.3055E+07  1.3935E+08
  1.7800E+02  3.9905E+11  4.6876E+11  1.5333E+11  5.3084E+10  2.3032E+07  1.3935E+08
  1.7900E+02  3.9872E+11  4.6864E+11  1.5318E+11  5.3018E+10  2.3010E+07  1.3935E+08
  1.8000E+02  3.9839E+11  4.6851E+11  1.5303E+11  5.2952E+10  2.2987E+07  1.3935E+08
  1.8100E+02  3.9806E+11  4.6839E+11  1.5287E+11  5.2888E+10  2.2965E+07  1.3935E+08
  1.8200E+02  3.9773E+11  4.6827E+11  1.5272E+11  5.2824E+10  2.2943E+07  1.3935E+08
  1.8300E+02  3.9740E+11  4.6815E+11  1.5257E+11  5.2762E+10  2.2922E+07  1.3935E+08
  1.8400E+02  3.9708E+11  4.6803E+11  1.5241E+11  5.2700E+10  2.2900E+07  1.3935E+08
  1.8500E+02  3.9675E+11  4.6790E+11  1.5226E+11  5.2639E+10  2.2879E+07  1.3935E+08
  1.8600E+02  3.9643E+11  4.6778E+11  1.5210E+11  5.2579E+10  2.2859E+07  1.4288E+08
  1.8700E+02  3.9610E+11  4.6766E+11  1.5195E+11  5.2520E+10  2.2838E+07  1.4288E+08
  1.8800E+02  3.9578E+11  4.6754E+11  1.5179E+11  5.2462E+10  2.2818E+07  1.4288E+08
  1.8900E+02  3.9546E+11  4.6742E+11  1.5163E+11  5.2405E+10  2.2799E+07  1.4288E+08
  1.9000E+02  3.9514E+11  4.6730E+11  1.5147E+11  5.2348E+10  2.2779E+07  1.4288E+08
  1.9100E+02  3.9482E+11  4.6718E+11  1.5132E+11  5.2292E+10  2.2760E+07  1.4288E+08
  1.9200E+02  3.9450E+11  4.6706E+11  1.5116E+11  5.2237E+10  2.2741E+07  1.4288E+08
  1.9300E+02  3.9418E+11  4.6694E+11  1.5100E+11  5.2183E+10  2.2722E+07  1.4288E+08
  1.9400E+02  3.9387E+11  4.6682E+11  1.5084E+11  5.2130E+10  2.2704E+07  1.4288E+08
  1.9500E+02  3.9355E+11  4.6670E+11  1.5068E+11  5.2077E+10  2.2685E+07  1.4288E+08
  1.9600E+02  3.9324E+11  4.6658E+11  1.5052E+11  5.2025E+10  2.2667E+07  1.4288E+08
  1.9700E+02  3.9293E+11  4.6646E+11  1.5035E+11  5.1974E+10  2.2650E+07  1.4288E+08
  1.9800E+02  3.9261E+11  4.6634E+11  1.5019E+11  5.1923E+10  2.2632E+07  1.4647E+08
  1.9900E+02  3.9230E+11  4.6622E+11  1.5003E+11  5.1873E+10  2.2615E+07  1.4647E+08
  2.0000E+02  3.9199E+11  4.6610E+11  1.4987E+11  5.1824E+10  2.2598E+07  1.4647E+08
  2.0100E+02  3.9168E+11  4.6598E+11  1.4970E+11  5.1775E+10  2.2581E+07  1.4647E+08
  2.0200E+02  3.9137E+11  4.6586E+11  1.4954E+11  5.1727E+10  2.2565E+07  1.4647E+08
  2.0300E+02  3.9107E+11  4.6574E+11  1.4938E+11  5.1680E+10  2.2548E+07  1.4647E+08
  2.0400E+02  3.9076E+11  4.6563E+11  1.4921E+11  5.1633E+10  2.2532E+07  1.4647E+08
  2.0500E+02  3.9045E+11  4.6551E+11  1.4905E+11  5.1587E+10  2.2516E+07  1.4647E+08
  2.0600E+02  3.9015E+11  4.6539E+11  1.4888E+11  5.1542E+10  2.2501E+07  1.4647E+08
  2.0700E+02  3.8985E+11  4.6527E+11  1.4872E+11  5.1497E+10  2.2485E+07  1.4647E+08
  2.0800E+02  3.8954E+11  4.6515E+11  1.4855E+11  5.1452E+10  2.2470E+07  1.4647E+08
  2.0900E+02  3.8924E+11  4.6504E+11  1.4838E+11  5.1409E+10  2.2455E+07  1.4647E+08
  2.1000E+02  3.8894E+11  4.6492E+11  1.4822E+11  5.1365E+10  2.2440E+07  1.5095E+08
  2.1100E+02  3.8864E+11  4.6480E+11  1.4805E+11  5.1323E+10  2.2426E+07  1.5095E+08
  2.1200E+02  3.8834E+11  4.6468E+11  1.4788E+11  5.1281E+10  2.2411E+07  1.5095E+08
  2.1300E+02  3.8804E+11  4.6457E+11  1.4772E+11  5.1239E+10  2.2397E+07  1.5095E+08
  2.1400E+02  3.8774E+11  4.6445E+11  1.4755E+11  5.1198E+10  2.2383E+07  1.5095E+08
  2.1500E+02  3.8745E+11  4.6433E+11  1.4738E+11  5.1158E+10  2.2369E+07  1.5095E+08
  2.1600E+02  3.8715E+11  4.6422E+11  1.4721E+11  5.1118E+10  2.2356E+07  1.5095E+08
  2.1700E+02  3.8686E+11  4.6410E+11  1.4704E+11  5.1078E+10  2.2342E+07  1.5095E+08
  2.1800E+02  3.8656E+11  4.6399E+11  1.4688E+11  5.1039E+10  2.2329E+07  1.5095E+08
  2.1900E+02  3.8627E+11  4.6387E+11  1.4671E+11  5.1000E+10  2.2316E+07  1.5095E+08
  2.2000E+02  3.8598E+11  4.6375E+11  1.4654E+11  5.0962E+10  2.2303E+07  1.5095E+08
  2.2100E+02  3.8568E+11  4.6364E+11  1.4637E+11  5.0924E+10  2.2290E+07  1.5095E+08
  2.2200E+02  3.8539E+11  4.6352E+11  1.4620E+11  5.0887E+10  2.2278E+07  1.5095E+08
  2.2300E+02  3.8510E+11  4.6341E+11  1.4603E+11  5.0850E+10  2.2266E+07  1.5095E+08
  2.2400E+02  3.8481E+11  4.6329E+11  1.4586E+11  5.0814E+10  2.2253E+07  1.5095E+08
  2.2500E+02  3.8452E+11  4.6318E+11  1.4569E+11  5.0778E+10  2.2241E+07  1.5551E+08
  2.2600E+02  3.8424E+11  4.6306E+11  1.4552E+11  5.0743E+10  2.2230E+07  1.5551E+08
  2.2700E+02  3.8395E+11  4.6295E+11  1.4535E+11  5.0708E+10  2.2218E+07  1.5551E+08
  2.2800E+02  3.8366E+11  4.6283E+11  1.4518E+11  5.0673E+10  2.2206E+07  1.5551E+08
  2.2900E+02  3.8338E+11  4.6272E+11  1.4501E+11  5.0639E+10  2.2195E+07  1.5551E+08
  2.3000E+02  3.8309E+11  4.6261E+11  1.4484E+11  5.0605E+10  2.2184E+07  1.5551E+08
  2.3100E+02  3.8281E+11  4.6249E+11  1.4466E+11  5.0571E+10  2.2173E+07  1.5551E+08
  2.3200E+02  3.8253E+11  4.6238E+11  1.4449E+11  5.0538E+10  2.2162E+07  1.5551E+08
  2.3300E+02  3.8224E+11  4.6226E+11  1.4432E+11  5.0505E+10  2.2151E+07  1.5551E+08
  2.3400E+02  3.8196E+11  4.6215E+11  1.4415E+11  5.0473E+10  2.2141E+07  1.5551E+08
  2.3500E+02  3.8168E+11  4.6204E+11  1.4398E+11  5.0440E+10  2.2130E+07  1.5551E+08
  2.3600E+02  3.8140E+11  4.6192E+11  1.4381E+11  5.0409E+10  2.2120E+07  1.5551E+08
  2.3700E+02  3.8112E+11  4.6181E+11  1.4364E+11  5.0377E+10  2.2110E+07  1.5551E+08
  2.3800E+02  3.8084E+11  4.6170E+11  1.4346E+11  5.0346E+10  2.2100E+07  1.5551E+08
  2.3900E+02  3.8057E+11  4.6159E+11  1.4329E+11  5.0315E+10  2.2090E+07  1.6015E+08
  2.4000E+02  3.8029E+11  4.6147E+11  1.4312E+11  5.0285E+10  2.2081E+07  1.6015E+08
  2.4100E+02  3.8001E+11  4.6136E+11  1.4295E+11  5.0255E+10  2.2071E+07  1.6015E+08
  2.4200E+02  3.7974E+11  4.6125E+11  1.4277E+11  5.0225E+10  2.2062E+07  1.6015E+08
  2.4300E+02  3.7946E+11  4.6114E+11  1.4260E+11  5.0196E+10  2.2052E+07  1.6015E+08
