200,83517037039
201,83496000000
202,1.30E+11
203,1.28E+11
204,1.45E+11
205,1.78E+11
206,1.61E+11
207,1.58E+11
208,2.07E+11
209,2.20E+11
210,1.52E+11
211,2.17E+11
212,1.72E+11
213,2.12E+11
214,2.17E+11
215,2.61E+11
216,3.12E+11
217,2.76E+11
218,2.34E+11
219,3.06E+11
220,4.29E+11
221,3.88E+11
222,3.56E+11
223,4.29E+11
224,4.32E+11
225,4.88E+11
226,5.34E+11
227,6.23E+11
228,6.20E+11
229,7.03E+11
230,6.83E+11
231,7.53E+11
232,7.09E+11
233,7.94E+11
234,8.47E+11
235,8.37E+11
236,8.46E+11
237,8.64E+11
238,8.74E+11
239,9.74E+11
240,9.55E+11
241,1.05E+12
242,9.30E+11
243,9.24E+11
244,8.24E+11
245,1.08E+12
246,1.81E+12
247,6.43E+12
248,2.06E+13
249,6.15E+13
250,1.27E+14
251,6.84E+13
252,6.00E+12
253,8.81E+11
254,4.00E+16
255,7.04E+11
256,7.45E+11
257,6.92E+11
258,8.49E+11
259,1.03E+12
260,1.38E+12
261,1.91E+12
262,2.45E+12
263,2.00E+12
264,1.89E+12
265,2.00E+12
266,2.36E+12
267,2.52E+12
268,2.62E+12
269,2.88E+12
270,3.13E+12
271,3.42E+12
272,3.67E+12
273,3.59E+12
274,3.66E+12
275,3.80E+12
276,4.10E+12
277,4.12E+12
278,4.22E+12
279,4.14E+12
280,4.13E+12
281,4.18E+12
282,4.19E+12
283,4.23E+12
284,4.31E+12
285,4.64E+12
286,4.91E+12
287,4.27E+12
288,4.02E+12
289,3.93E+12
290,4.00E+12
291,4.09E+12
292,5.10E+12
293,7.09E+12
294,5.76E+12
295,3.36E+12
296,3.13E+12
297,3.28E+12
298,4.33E+12
299,4.72E+12
300,3.00E+12
301,2.21E+12
302,2.09E+12
303,1.98E+12
304,2.07E+12
305,1.83E+12
306,2.11E+12
307,3.40E+12
308,8.26E+12
309,1.92E+13
310,1.81E+13
311,4.65E+12
312,1.40E+12
313,1.17E+12
314,1.19E+12
315,1.03E+12
316,1.04E+12
317,9.53E+11
318,1.04E+12
319,9.07E+11
320,1.02E+12
321,9.97E+11
322,1.09E+12
323,1.09E+12
324,1.26E+12
325,1.27E+12
326,1.44E+12
327,1.50E+12
328,1.80E+12
329,2.33E+12
330,3.78E+12
331,4.92E+12
332,3.21E+12
333,2.66E+12
334,3.00E+12
335,3.18E+12
336,3.60E+12
337,3.87E+12
338,4.36E+12
339,4.62E+12
340,5.24E+12
341,5.80E+12
342,6.58E+12
343,7.32E+12
344,8.30E+12
345,9.45E+12
346,1.09E+13
347,1.26E+13
348,1.50E+13
349,1.79E+13
350,2.16E+13
351,2.60E+13
352,3.17E+13
353,3.84E+13
354,4.65E+13
355,5.50E+13
356,6.47E+13
357,7.56E+13
358,8.83E+13
359,1.03E+14
360,1.22E+14
361,1.50E+14
362,1.71E+14
363,1.49E+14
364,1.34E+14
365,1.30E+14
366,1.28E+14
367,1.25E+14
368,1.21E+14
369,1.16E+14
370,1.10E+14
371,1.04E+14
372,9.70E+13
373,8.99E+13
374,8.30E+13
375,7.62E+13
376,6.97E+13
377,6.32E+13
378,5.75E+13
379,5.23E+13
380,4.74E+13
381,4.30E+13
382,3.89E+13
383,3.53E+13
384,3.24E+13
385,2.95E+13
386,2.72E+13
387,2.51E+13
388,2.31E+13
389,2.11E+13
390,1.99E+13
391,1.88E+13
392,1.79E+13
393,1.72E+13
394,1.67E+13
395,1.63E+13
396,1.62E+13
397,1.61E+13
398,1.85E+13
399,3.82E+13
400,7.54E+13
401,1.18E+14
402,9.44E+13
403,2.65E+13
404,2.35E+13
405,2.18E+13
406,1.43E+13
407,1.24E+13
408,1.22E+13
409,1.21E+13
410,1.19E+13
411,1.16E+13
412,1.15E+13
413,1.14E+13
414,1.12E+13
415,1.10E+13
416,1.08E+13
417,1.06E+13
418,1.04E+13
419,1.01E+13
420,1.00E+13
421,9.58E+12
422,9.73E+12
423,9.59E+12
424,9.49E+12
425,9.14E+12
426,9.48E+12
427,9.96E+12
428,1.09E+13
429,1.62E+13
430,6.94E+13
431,1.56E+14
432,2.28E+14
433,2.28E+14
434,6.13E+13
435,8.73E+12
436,5.78E+12
437,5.42E+12
438,5.21E+12
439,5.05E+12
440,4.76E+12
441,4.57E+12
442,4.40E+12
443,4.27E+12
444,4.14E+12
445,4.03E+12
446,3.85E+12
447,3.69E+12
448,3.55E+12
449,3.39E+12
450,3.30E+12
451,3.14E+12
452,3.08E+12
453,3.01E+12
454,2.92E+12
455,2.71E+12
456,2.57E+12
457,2.57E+12
458,2.46E+12
459,2.36E+12
460,2.22E+12
461,2.15E+12
462,2.12E+12
463,2.02E+12
464,1.96E+12
465,1.95E+12
466,1.80E+12
467,1.74E+12
468,1.76E+12
469,1.63E+12
470,1.56E+12
471,1.58E+12
472,1.45E+12
473,1.39E+12
474,1.40E+12
475,1.30E+12
476,1.27E+12
477,1.24E+12
478,1.26E+12
479,1.18E+12
480,1.11E+12
481,1.10E+12
482,1.04E+12
483,1.04E+12
484,9.92E+11
485,1.09E+12
486,1.54E+12
487,2.19E+12
488,2.22E+12
489,1.97E+12
490,9.82E+11
491,8.39E+11
492,7.42E+11
493,7.73E+11
494,7.76E+11
495,6.78E+11
496,6.71E+11
497,6.47E+11
498,6.28E+11
499,6.60E+11
500,6.16E+11
501,5.95E+11
502,5.80E+11
503,5.78E+11
504,4.63E+11
505,5.58E+11
506,5.31E+11
507,5.85E+11
508,5.06E+11
509,5.01E+11
510,4.81E+11
