# group coefficient
 71       14.8
 72        3.7
 73        7.4
741       15.6
742       10.5
743       12.0
 75        8.7
 76       24.6
 77       27.0
 78       37.0
 79       -6.0
 80       -8.5
 81      -11.5
 82      -15.0
731        1.7
732        2.5
733        3.6
734        1.7
735        2.5
736        3.6
737        4.6
738        0.9
739        2.5
